index,moves,overall_moves
275,1,33
276,1,26
277,1,22
278,53,0
279,1,54
280,1,26
281,1,24
282,1,64
283,1,9
284,1,6
285,1,4
286,1,14
287,1,68
288,2,49
289,1,42
290,1,14
291,1,45
292,1,4
293,1,28
294,1,47
295,1,64
296,1,19
297,1,66
298,1,25
299,1,59
300,1,49
301,1,33
302,1,14
303,1,21
304,2,73
305,1,38
306,1,29
307,1,39
308,1,30
309,1,21
310,1,54
311,1,55
312,1,0
313,1,75
314,1,27
315,1,54
316,1,47
317,1,68
318,1,75
319,1,22
320,1,24
321,1,3
322,1,32
323,1,27
324,1,19
325,1,43
326,1,44
327,1,7
328,3,45
329,1,60
330,1,8
331,1,6
332,1,23
333,1,53
334,1,56
335,1,11
336,1,21
337,1,24
338,1,67
339,1,47
340,1,48
341,1,28
342,1,30
343,1,33
344,1,30
345,1,68
346,1,57
347,1,56
348,1,54
349,1,8
350,1,58
351,65,0
352,1,33
353,1,75
354,1,5
355,1,38
356,1,20
357,1,11
358,1,24
359,1,28
360,1,24
361,1,24
362,1,61
363,1,2
364,1,49
365,1,50
366,1,70
367,1,12
368,1,64
369,1,51
370,1,41
371,1,18
372,1,50
373,2,66
374,1,67
375,1,25
376,1,54
377,1,24
378,1,37
379,1,11
380,1,28
381,1,28
382,1,6
383,1,25
384,1,55
385,1,56
386,1,26
387,1,55
388,1,74
389,1,57
390,1,25
391,1,53
392,1,45
393,1,12
394,1,53
395,1,36
396,1,35
397,1,12
398,1,8
399,1,61
400,1,47
401,1,24
402,1,43
403,1,24
404,1,37
405,1,18
406,1,44
407,2,51
408,1,10
409,1,36
410,1,39
411,1,25
412,1,14
413,1,62
414,2,26
415,1,18
416,1,61
417,1,67
418,1,6
419,1,37
420,1,37
421,1,12
422,1,22
423,1,17
424,1,5
425,2,23
426,1,62
427,1,6
428,1,6
429,2,59
430,1,41
431,1,65
432,1,3
433,1,73
434,9,0
435,1,53
436,1,44
437,1,21
438,1,73
439,1,7
440,1,11
441,1,9
442,1,21
443,1,52
444,1,65
445,1,59
446,1,48
447,1,71
448,1,7
449,1,24
450,68,0
451,1,38
452,1,37
453,1,50
454,1,12
455,1,45
456,3,56
457,1,66
458,1,75
459,1,27
460,1,65
461,1,18
462,1,23
463,1,53
464,1,25
465,1,24
466,1,39
467,1,41
468,1,56
469,1,53
470,1,54
471,1,73
472,1,49
473,1,66
474,1,24
475,1,55
476,1,63
477,2,52
478,1,57
479,1,28
480,1,57
481,1,67
482,1,67
483,1,28
484,1,7
485,1,36
486,1,51
487,1,7
488,1,22
489,1,52
490,1,37
491,1,65
492,1,10
493,1,30
494,1,45
495,1,17
496,1,8
497,1,57
498,1,20
499,1,20
500,2,11
501,1,24
502,1,49
503,1,58
504,1,38
505,1,19
506,1,18
507,1,53
508,1,57
509,1,55
510,1,64
511,1,73
512,1,34
513,1,15
514,1,8
515,1,57
516,2,27
517,1,46
518,1,29
519,2,26
520,1,37
521,1,27
522,1,23
523,1,52
524,1,5
525,1,54
526,1,68
527,1,63
528,1,24
529,1,55
530,1,13
531,1,19
532,1,37
533,1,25
534,1,69
535,1,20
536,1,13
537,1,38
538,1,6
539,1,26
540,1,60
541,1,54
542,1,26
543,1,32
544,2,18
545,1,58
546,1,55
547,1,27
548,1,44
549,1,49
550,1,22
551,1,72
552,1,47
553,1,12
554,1,19
555,1,8
556,1,30
557,1,39
558,1,4
559,1,27
560,1,31
561,1,13
562,1,70
563,1,19
564,1,55
565,1,57
566,1,25
567,1,61
568,1,11
569,1,35
570,1,40
571,1,57
572,1,31
573,1,29
574,1,23
575,1,48
576,1,7
577,1,53
578,1,27
579,1,18
580,1,58
581,1,22
582,1,10
583,1,48
584,1,39
585,1,25
586,1,26
587,1,13
588,1,48
589,1,54
590,1,20
591,1,39
592,1,24
593,1,5
594,1,44
595,1,27
596,1,37
597,1,52
598,1,34
599,1,20
600,1,62
601,1,19
602,1,11
603,1,66
604,1,44
605,1,20
606,1,47
607,1,19
608,8,0
609,1,11
610,1,22
611,1,48
612,1,51
613,1,45
614,1,11
615,1,56
616,1,13
617,1,46
618,1,8
619,33,0
620,1,21
621,1,49
622,1,10
623,1,10
624,1,1
625,1,60
626,1,24
627,1,48
628,1,39
629,1,55
630,1,40
631,1,74
632,1,48
633,1,4
634,1,73
635,1,67
636,1,46
637,1,33
638,1,69
639,67,0
640,1,27
641,1,38
642,1,41
643,1,75
644,1,26
645,1,66
646,1,31
647,1,22
648,1,10
649,2,70
650,1,47
651,1,11
652,1,27
653,23,0
654,1,4
655,1,66
656,1,21
657,1,6
658,1,31
659,2,18
660,1,7
661,1,29
662,3,33
663,1,55
664,1,50
665,1,25
666,1,35
667,1,51
668,2,24
669,1,10
670,1,18
671,1,47
672,2,22
673,2,52
674,1,65
675,1,37
676,1,10
677,1,59
678,1,52
679,1,38
680,1,17
681,1,38
682,38,0
683,1,41
684,1,22
685,1,60
686,1,57
687,1,49
688,1,65
689,1,49
690,1,25
691,1,6
692,1,58
693,1,54
694,1,55
695,1,27
696,1,10
697,1,23
698,1,33
699,1,46
700,1,48
701,1,1
702,1,23
703,1,10
704,1,76
705,1,59
706,1,26
707,1,40
708,1,0
709,1,12
710,1,25
711,1,51
712,1,72
713,1,4
714,1,47
715,1,9
716,1,69
717,1,55
718,21,0
719,1,26
720,1,49
721,1,2
722,1,55
723,2,27
724,3,58
725,1,4
726,1,30
727,1,40
728,1,5
729,1,65
730,1,41
731,1,40
732,1,21
733,1,48
734,1,53
735,1,26
736,1,68
737,1,12
738,1,6
739,1,52
740,1,16
741,1,16
742,1,25
743,1,4
744,1,60
745,1,7
746,1,52
747,1,25
748,1,40
749,1,38
750,1,41
751,1,55
752,1,9
753,1,26
754,1,26
755,1,29
756,1,36
757,1,65
758,1,35
759,1,8
760,1,19
761,1,41
762,1,53
763,1,9
764,1,17
765,1,47
766,1,38
767,1,9
768,1,46
769,1,22
770,1,33
771,19,0
772,1,26
773,1,17
774,1,22
775,1,55
776,1,21
777,1,47
778,1,55
779,1,31
780,1,57
781,1,43
782,1,57
783,1,57
784,1,47
785,1,47
786,1,16
787,1,22
788,1,66
789,1,7
790,1,24
791,1,43
792,1,47
793,1,7
794,1,18
795,1,71
796,1,49
797,1,71
798,1,34
799,1,30
800,1,40
801,1,17
802,1,8
803,1,61
804,1,56
805,1,18
806,2,32
807,1,23
808,1,40
809,1,32
810,1,8
811,1,17
812,2,51
813,1,62
814,1,21
815,1,40
816,1,56
817,1,71
818,1,22
819,1,18
820,1,23
821,1,50
822,1,9
823,2,7
824,1,7
825,1,25
826,1,6
827,1,55
828,1,44
829,1,43
830,1,9
831,1,20
832,1,15
833,5,0
834,1,36
835,1,48
836,1,48
837,1,66
838,1,72
839,1,65
840,1,74
841,1,63
842,1,54
843,1,54
844,1,58
845,1,18
846,1,46
847,1,67
848,1,59
849,1,33
850,1,54
851,1,43
852,1,19
853,1,17
854,1,43
855,1,24
856,1,9
857,1,56
858,1,53
859,1,35
860,1,12
861,1,21
862,1,29
863,1,44
864,1,43
865,1,24
866,1,46
867,1,39
868,1,12
869,1,58
870,1,20
871,1,5
872,1,31
873,1,65
874,1,38
875,1,7
876,1,1
877,1,22
878,1,28
879,1,64
880,1,75
881,1,71
882,1,12
883,1,41
884,1,74
885,2,25
886,1,25
887,1,24
888,1,23
889,1,66
890,1,68
891,1,57
892,1,51
893,1,35
894,1,8
895,1,28
896,1,13
897,1,64
898,1,28
899,1,65
900,1,31
901,1,25
902,1,54
903,1,6
904,1,12
905,1,47
906,1,72
907,1,22
908,1,33
909,1,29
910,1,47
911,1,37
912,1,19
913,1,13
914,1,6
915,1,46
916,1,68
917,1,71
918,1,19
919,1,6
920,1,10
921,1,31
922,1,16
923,1,47
924,1,34
925,1,36
926,1,41
927,1,58
928,1,47
929,1,38
930,1,73
931,1,28
932,1,24
933,1,37
934,1,27
935,1,26
936,1,71
937,1,57
938,1,52
939,1,25
940,1,7
941,1,59
942,1,71
943,1,67
944,1,57
945,1,23
946,1,2
947,1,70
948,1,7
949,1,28
950,2,24
951,1,18
952,1,4
953,1,51
954,1,32
955,1,53
956,3,58
957,1,38
958,1,5
959,1,66
960,1,19
961,1,60
962,1,44
963,1,37
964,1,57
965,1,24
966,1,39
967,1,45
968,1,52
969,1,66
970,1,2
971,1,53
972,1,49
973,1,34
974,1,57
975,1,11
976,1,23
977,1,7
978,1,6
979,1,12
980,1,55
981,1,5
982,1,58
983,1,3
984,1,16
985,1,69
986,1,60
987,1,20
988,1,26
989,1,16
990,1,6
991,1,60
992,1,60
993,3,17
994,1,54
995,1,17
996,2,24
997,1,23
998,1,55
999,1,13
1000,1,5
1001,1,10
1002,1,48
1003,1,13
1004,1,4
1005,1,6
1006,1,18
1007,1,23
1008,1,7
1009,1,65
1010,1,12
1011,1,23
1012,1,38
1013,1,72
1014,1,53
1015,1,26
1016,1,59
1017,1,66
1018,1,28
1019,1,50
1020,1,38
1021,1,24
1022,1,1
1023,1,37
1024,1,17
1025,1,48
1026,1,5
1027,1,57
1028,1,19
1029,1,74
1030,2,56
1031,1,39
1032,1,47
1033,2,54
1034,1,18
1035,1,15
1036,1,59
1037,1,11
1038,1,67
1039,2,50
1040,1,25
1041,1,65
1042,1,36
1043,1,23
1044,1,53
1045,1,68
1046,1,11
1047,1,24
1048,1,6
1049,1,38
1050,1,43
1051,1,32
1052,1,57
1053,1,8
1054,1,66
1055,1,40
1056,1,71
1057,1,26
1058,1,17
1059,1,28
1060,1,32
1061,1,39
1062,1,20
1063,1,26
1064,1,18
1065,1,28
1066,1,66
1067,1,54
1068,1,37
1069,1,6
1070,15,0
1071,1,34
1072,1,13
1073,1,28
1074,1,26
1075,1,17
1076,1,71
1077,1,35
1078,1,13
1079,2,6
1080,1,66
1081,2,15
1082,1,68
1083,1,19
1084,1,19
1085,1,68
1086,32,0
1087,1,56
1088,1,55
1089,2,44
1090,1,16
1091,2,24
1092,1,67
1093,1,6
1094,1,21
1095,1,21
1096,1,7
1097,1,6
1098,1,24
1099,1,32
1100,1,57
1101,1,54
1102,1,9
1103,1,57
1104,1,58
1105,1,11
1106,1,27
1107,1,63
1108,1,69
1109,1,21
1110,1,61
1111,1,48
1112,2,17
1113,2,21
1114,1,70
1115,1,19
1116,1,29
1117,1,48
1118,1,5
1119,1,47
1120,1,9
1121,1,20
1122,1,5
1123,1,52
1124,1,50
1125,1,24
1126,1,56
1127,1,57
1128,1,39
1129,1,50
1130,1,26
1131,1,24
1132,1,57
1133,1,8
1134,1,20
1135,1,6
1136,1,65
1137,1,47
1138,1,10
1139,1,44
1140,10,0
1141,1,23
1142,1,4
1143,1,22
1144,1,63
1145,1,43
1146,1,37
1147,1,25
1148,1,59
1149,1,10
1150,1,40
1151,1,31
1152,1,27
1153,1,23
1154,1,74
1155,1,17
1156,1,30
1157,1,57
1158,1,25
1159,1,44
1160,1,64
1161,1,74
1162,1,48
1163,1,53
1164,1,5
1165,1,66
1166,1,4
1167,1,23
1168,1,53
1169,1,25
1170,1,24
1171,1,22
1172,1,24
1173,1,39
1174,1,68
1175,1,74
1176,1,40
1177,1,24
1178,1,48
1179,1,71
1180,1,0
1181,1,53
1182,1,54
1183,1,24
1184,1,3
1185,1,3
1186,1,24
1187,1,57
1188,1,10
1189,2,65
1190,1,7
1191,1,30
1192,1,23
1193,1,31
1194,1,38
1195,1,4
1196,1,27
1197,1,39
1198,1,23
1199,1,12
1200,1,42
1201,1,43
1202,1,5
1203,1,11
1204,1,46
1205,1,58
1206,1,42
1207,1,7
1208,1,61
1209,1,56
1210,1,27
1211,1,54
1212,1,28
1213,1,3
1214,1,63
1215,1,60
1216,1,12
1217,1,64
1218,1,65
1219,2,9
1220,1,70
1221,1,58
1222,1,61
1223,2,4
1224,1,8
1225,1,22
1226,1,5
1227,1,47
1228,1,23
1229,1,6
1230,1,66
1231,1,54
1232,1,47
1233,7,0
1234,1,27
1235,1,10
1236,1,54
1237,1,40
1238,1,53
1239,2,58
1240,1,24
1241,2,45
1242,1,15
1243,1,19
1244,1,20
1245,1,64
1246,1,63
1247,1,16
1248,2,60
1249,2,61
1250,1,10
1251,1,24
1252,2,59
1253,1,30
1254,1,17
1255,1,9
1256,1,69
1257,1,47
1258,1,38
1259,1,69
1260,1,55
1261,3,44
1262,1,70
1263,1,52
1264,1,6
1265,1,57
1266,1,45
1267,1,48
1268,1,28
1269,1,15
1270,1,52
1271,1,24
1272,1,28
1273,1,65
1274,1,19
1275,2,26
1276,1,67
1277,18,0
1278,1,24
1279,1,58
1280,1,21
1281,1,6
1282,1,63
1283,1,11
1284,1,76
1285,1,27
1286,1,16
1287,1,36
1288,1,58
1289,1,18
1290,1,46
1291,1,33
1292,2,22
1293,1,72
1294,1,24
1295,1,10
1296,1,48
1297,1,7
1298,1,12
1299,1,48
1300,1,18
1301,1,50
1302,1,31
1303,1,11
1304,1,40
1305,1,48
1306,1,26
1307,1,42
1308,1,22
1309,1,58
1310,1,41
1311,1,20
1312,2,22
1313,1,69
1314,1,22
1315,1,53
1316,1,65
1317,1,27
1318,1,50
1319,1,72
1320,1,38
1321,1,59
1322,1,65
1323,1,38
1324,1,6
1325,1,44
1326,1,66
1327,1,53
1328,1,41
1329,1,23
1330,1,43
1331,1,55
1332,1,5
1333,1,68
1334,1,44
1335,2,27
1336,3,52
1337,1,34
1338,1,21
1339,1,67
1340,2,36
1341,1,4
1342,1,41
1343,2,59
1344,1,69
1345,4,0
1346,1,27
1347,66,0
1348,1,41
1349,1,24
1350,1,18
1351,1,26
1352,1,63
1353,1,33
1354,1,18
1355,62,0
1356,1,54
1357,1,62
1358,1,47
1359,1,67
1360,1,28
1361,1,37
1362,1,50
1363,1,57
1364,1,56
1365,2,44
1366,1,24
1367,1,40
1368,1,28
1369,1,16
1370,1,50
1371,1,57
1372,1,26
1373,1,7
1374,1,61
1375,1,11
1376,1,49
1377,1,36
1378,1,41
1379,1,73
1380,1,38
1381,1,37
1382,1,60
1383,1,40
1384,1,26
1385,1,58
1386,1,39
1387,1,54
1388,1,59
1389,1,63
1390,1,44
1391,1,10
1392,1,0
1393,1,48
1394,2,24
1395,1,25
1396,1,18
1397,1,17
1398,1,69
1399,1,9
1400,1,39
1401,1,52
1402,1,64
1403,1,23
1404,1,12
1405,69,0
1406,1,42
1407,1,51
1408,1,24
1409,1,34
1410,1,28
1411,1,44
1412,1,33
1413,1,55
1414,1,23
1415,1,44
1416,1,28
1417,1,27
1418,1,7
1419,1,10
1420,1,7
1421,1,32
1422,1,24
1423,1,4
1424,1,61
1425,1,26
1426,1,43
1427,1,49
1428,1,28
1429,1,64
1430,1,46
1431,1,19
1432,1,4
1433,2,41
1434,1,5
1435,1,9
1436,1,64
1437,1,26
1438,1,55
1439,1,69
1440,1,34
1441,1,39
1442,1,26
1443,1,20
1444,1,50
1445,1,35
1446,1,12
1447,1,19
1448,1,49
1449,2,21
1450,1,9
1451,1,7
1452,1,54
1453,1,28
1454,1,12
1455,1,9
1456,1,43
1457,2,4
1458,2,45
1459,1,16
1460,1,46
1461,1,41
1462,1,73
1463,1,40
1464,1,56
1465,2,20
1466,1,26
1467,1,20
1468,54,0
1469,1,11
1470,1,3
1471,1,41
1472,1,44
1473,1,40
1474,1,25
1475,1,62
1476,1,48
1477,1,25
1478,1,20
1479,1,37
1480,1,24
1481,1,47
1482,1,3
1483,1,46
1484,2,13
1485,1,12
1486,50,0
1487,1,73
1488,1,44
1489,1,55
1490,1,72
1491,1,9
1492,1,65
1493,1,13
1494,1,47
1495,1,36
1496,1,41
1497,1,52
1498,1,48
1499,1,25
1500,1,11
1501,2,23
1502,1,23
1503,1,20
1504,1,5
1505,1,41
1506,1,17
1507,1,47
1508,1,41
1509,1,18
1510,1,44
1511,1,36
1512,1,47
1513,1,15
1514,1,33
1515,1,22
1516,1,48
1517,2,62
1518,1,54
1519,1,21
1520,3,19
1521,1,61
1522,1,66
1523,2,4
1524,1,19
1525,2,11
1526,26,0
1527,1,50
1528,1,11
1529,1,13
1530,1,31
1531,1,51
1532,1,37
1533,1,23
1534,1,55
1535,1,44
1536,1,11
1537,1,4
1538,1,11
1539,1,54
1540,1,53
1541,1,23
1542,1,36
1543,1,15
1544,1,59
1545,39,0
1546,1,17
1547,1,73
1548,1,31
1549,2,49
1550,1,24
1551,1,49
1552,1,51
1553,1,47
1554,1,22
1555,1,22
1556,1,32
1557,1,67
1558,1,31
1559,1,44
1560,1,7
1561,1,2
1562,1,44
1563,1,3
1564,1,12
1565,1,56
1566,1,59
1567,1,20
1568,1,3
1569,1,33
1570,1,25
1571,1,39
1572,1,12
1573,1,18
1574,1,6
1575,1,41
1576,2,56
1577,1,5
1578,1,19
1579,2,6
1580,1,31
1581,2,21
1582,1,29
1583,1,72
1584,1,15
1585,1,18
1586,1,67
1587,1,37
1588,1,33
1589,1,39
1590,1,40
1591,1,53
1592,1,55
1593,1,5
1594,1,12
1595,2,22
1596,1,36
1597,1,42
1598,1,35
1599,1,7
1600,1,55
1601,1,68
1602,1,24
1603,1,3
1604,1,67
1605,1,30
1606,1,65
1607,1,68
1608,1,39
1609,1,62
1610,1,35
1611,1,46
1612,1,65
1613,1,19
1614,1,36
1615,1,55
1616,1,50
1617,1,29
1618,1,54
1619,1,9
1620,1,61
1621,1,67
1622,27,0
1623,1,64
1624,1,54
1625,1,25
1626,1,18
1627,1,49
1628,1,35
1629,1,8
1630,1,60
1631,1,38
1632,1,37
1633,1,48
1634,1,38
1635,1,50
1636,1,51
1637,1,26
1638,1,30
1639,1,15
1640,1,6
1641,1,55
1642,1,23
1643,1,17
1644,1,22
1645,1,6
1646,1,47
1647,1,64
1648,1,22
1649,1,45
1650,1,3
1651,1,42
1652,1,23
1653,1,48
1654,1,15
1655,1,38
1656,1,26
1657,1,3
1658,1,11
1659,1,18
1660,1,39
1661,1,40
1662,1,22
1663,1,43
1664,1,10
1665,1,7
1666,1,53
1667,1,48
1668,1,47
1669,1,68
1670,1,52
1671,1,45
1672,1,74
1673,1,47
1674,1,10
1675,1,65
1676,1,54
1677,1,49
1678,1,53
1679,1,12
1680,1,54
1681,1,47
1682,1,69
1683,1,41
1684,1,20
1685,1,31
1686,1,47
1687,1,35
1688,1,47
1689,1,64
1690,1,28
1691,1,55
1692,1,23
1693,1,12
1694,1,62
1695,1,12
1696,1,23
1697,1,4
1698,1,70
1699,1,41
1700,1,11
1701,1,6
1702,1,37
1703,1,26
1704,1,70
1705,1,65
1706,1,29
1707,1,13
1708,1,52
1709,1,19
1710,1,23
1711,1,22
1712,60,0
1713,1,21
1714,1,5
1715,1,55
1716,1,20
1717,1,25
1718,1,27
1719,1,24
1720,1,67
1721,1,53
1722,1,38
1723,1,59
1724,1,76
1725,1,35
1726,1,35
1727,1,61
1728,2,69
1729,1,41
1730,1,6
1731,1,26
1732,1,8
1733,1,26
1734,1,4
1735,1,51
1736,40,0
1737,1,63
1738,1,66
1739,1,23
1740,1,11
1741,1,24
1742,1,23
1743,1,16
1744,1,24
1745,1,59
1746,1,61
1747,1,51
1748,1,26
1749,1,33
1750,1,43
1751,1,71
1752,1,9
1753,1,51
1754,1,32
1755,1,17
1756,1,4
1757,22,0
1758,1,45
1759,1,48
1760,35,0
1761,1,8
1762,1,20
1763,1,73
1764,2,53
1765,1,28
1766,1,20
1767,1,73
1768,1,28
1769,1,29
1770,1,31
1771,1,68
1772,1,9
1773,1,29
1774,1,54
1775,1,60
1776,1,51
1777,1,39
1778,1,21
1779,1,14
1780,1,12
1781,1,44
1782,1,10
1783,1,7
1784,1,12
1785,1,23
1786,2,6
1787,1,24
1788,1,29
1789,2,2
1790,1,26
1791,1,34
1792,1,51
1793,1,10
1794,1,74
1795,1,25
1796,1,60
1797,1,21
1798,1,76
1799,1,20
1800,1,59
1801,1,43
1802,1,4
1803,1,18
1804,1,22
1805,1,60
1806,1,74
1807,1,10
1808,1,38
1809,1,38
1810,1,10
1811,1,48
1812,1,32
1813,1,21
1814,17,0
1815,2,21
1816,1,61
1817,1,13
1818,1,29
1819,1,15
1820,1,44
1821,1,44
1822,1,29
1823,1,19
1824,1,72
1825,45,0
1826,1,47
1827,1,26
1828,1,25
1829,1,60
1830,1,27
1831,1,72
1832,1,7
1833,1,60
1834,1,68
1835,1,73
1836,1,59
1837,1,43
1838,1,10
1839,1,54
1840,1,11
1841,1,50
1842,1,35
1843,1,11
1844,1,42
1845,1,68
1846,1,23
1847,1,48
1848,2,7
1849,1,28
1850,1,57
1851,1,24
1852,1,29
1853,1,15
1854,1,27
1855,1,65
1856,1,33
1857,1,67
1858,1,8
1859,1,17
1860,1,72
1861,1,4
1862,1,29
1863,1,29
1864,1,26
1865,1,49
1866,1,25
1867,1,22
1868,1,15
1869,1,40
1870,1,54
1871,1,5
1872,1,66
1873,1,24
1874,1,55
1875,1,12
1876,1,22
1877,1,45
1878,1,6
1879,1,10
1880,1,30
1881,1,11
1882,1,45
1883,1,38
1884,1,52
1885,1,27
1886,1,15
1887,1,36
1888,1,45
1889,1,26
1890,1,73
1891,1,46
1892,1,28
1893,1,20
1894,1,65
1895,1,10
1896,1,60
1897,1,14
1898,1,64
1899,1,12
1900,1,18
1901,2,22
1902,1,34
1903,2,66
1904,1,73
1905,2,9
1906,1,18
1907,1,54
1908,1,38
1909,1,30
1910,2,63
1911,1,24
1912,1,32
1913,1,71
1914,1,26
1915,1,48
1916,29,0
1917,1,50
1918,1,39
1919,1,3
1920,1,46
1921,1,44
1922,1,23
1923,1,4
1924,1,13
1925,1,69
1926,1,69
1927,1,25
1928,1,37
1929,1,26
1930,1,6
1931,1,55
1932,1,22
1933,1,28
1934,2,24
1935,1,21
1936,1,38
1937,1,69
1938,1,26
1939,1,36
1940,2,71
1941,1,2
1942,1,3
1943,1,24
1944,1,50
1945,1,61
1946,1,68
1947,1,47
1948,1,27
1949,1,36
1950,1,7
1951,1,36
1952,1,29
1953,1,66
1954,1,20
1955,1,11
1956,1,49
1957,1,13
1958,1,33
1959,1,42
1960,1,22
1961,1,62
1962,1,54
1963,1,2
1964,1,67
1965,1,38
1966,1,6
1967,1,29
1968,1,35
1969,1,68
1970,1,10
1971,1,39
1972,1,25
1973,1,55
1974,1,9
1975,1,9
1976,1,27
1977,1,57
1978,1,6
1979,12,0
1980,1,4
1981,1,56
1982,1,39
1983,1,13
1984,1,8
1985,1,30
1986,1,11
1987,1,27
1988,2,24
1989,1,55
1990,1,14
1991,1,25
1992,1,74
1993,1,24
1994,1,72
1995,1,20
1996,1,23
1997,1,15
1998,1,1
1999,1,18
2000,1,72
2001,1,41
2002,1,15
2003,1,36
2004,1,21
2005,1,10
2006,1,47
2007,1,44
2008,1,68
2009,1,20
2010,1,55
2011,1,24
2012,1,9
2013,1,27
2014,1,54
2015,1,67
2016,1,30
2017,1,63
2018,1,23
2019,1,57
2020,1,35
2021,1,39
2022,1,18
2023,1,7
2024,1,22
2025,1,71
2026,3,51
2027,1,27
2028,1,8
2029,1,64
2030,1,13
2031,1,71
2032,1,41
2033,1,47
2034,1,44
2035,2,36
2036,1,21
2037,1,8
2038,1,48
2039,1,66
2040,1,27
2041,1,76
2042,1,22
2043,1,55
2044,57,0
2045,1,74
2046,1,22
2047,1,10
2048,1,25
2049,1,10
2050,1,33
2051,1,42
2052,1,14
2053,1,56
2054,1,42
2055,1,22
2056,2,0
2057,1,64
2058,1,23
2059,1,74
2060,1,71
2061,1,13
2062,2,22
2063,1,57
2064,1,24
2065,1,15
2066,1,44
2067,1,26
2068,1,30
2069,1,27
2070,1,68
2071,1,71
2072,1,11
2073,1,55
2074,1,1
2075,58,0
2076,1,62
2077,1,68
2078,1,62
2079,1,54
2080,1,27
2081,1,11
2082,1,24
2083,2,63
2084,1,52
2085,1,53
2086,1,57
2087,1,50
2088,1,35
2089,1,63
2090,1,15
2091,1,59
2092,1,22
2093,1,23
2094,1,56
2095,1,58
2096,1,38
2097,1,30
2098,1,34
2099,1,18
2100,1,31
2101,1,57
2102,1,57
2103,1,67
2104,1,54
2105,1,9
2106,1,29
2107,1,17
2108,1,14
2109,1,31
2110,1,22
2111,1,18
2112,1,17
2113,1,45
2114,1,56
2115,1,11
2116,1,64
2117,1,37
2118,1,3
2119,1,46
2120,1,23
2121,1,55
2122,1,64
2123,1,42
2124,1,65
2125,1,28
2126,2,33
2127,1,26
2128,3,0
2129,1,6
2130,1,51
2131,1,60
2132,14,0
2133,2,39
2134,1,23
2135,1,63
2136,1,40
2137,1,19
2138,1,4
