index,moves,overall_moves
231,1,548
232,228,0
233,546,0
234,2,916
235,1,180
236,1,626
237,180,0
238,496,0
239,3,112
240,2,870
241,1,336
242,2,642
243,2,369
244,1,382
245,8,748
246,2,308
247,2,105
248,1,525
249,329,0
250,1,616
251,1,278
252,1,247
253,1,120
254,1,914
255,3,369
256,2,663
257,778,0
258,2,774
259,1,828
260,169,0
261,2,557
262,1,206
263,19,0
264,323,0
265,1,221
266,1,554
267,153,0
268,1,478
269,716,0
270,1,185
271,2,116
272,1,449
273,517,0
274,234,0
275,1,483
276,1,421
277,1,327
278,1,785
279,727,0
280,2,415
281,3,356
282,1,889
283,143,0
284,51,0
285,16,0
286,2,187
287,2,922
288,1,636
289,1,584
290,1,171
291,1,615
292,2,4
293,1,459
294,2,638
295,1,877
296,1,242
297,1,921
298,2,361
299,859,0
300,1,700
301,1,474
302,1,203
303,1,307
304,3,943
305,539,0
306,1,407
307,2,569
308,1,448
309,1,295
310,1,737
311,1,738
312,8,0
313,1,955
314,353,0
315,1,790
316,1,632
317,3,887
318,3,953
319,294,0
320,3,343
321,1,10
322,476,0
323,1,444
324,1,223
325,1,619
326,1,620
327,66,0
328,690,0
329,1,832
330,3,122
331,1,52
332,1,321
333,1,757
334,2,804
335,1,134
336,193,0
337,249,0
338,1,880
339,2,623
340,660,0
341,2,364
342,467,0
343,5,472
344,439,0
345,930,0
346,1,861
347,1,751
348,730,0
349,1,55
350,1,823
351,1,917
352,496,0
353,4,954
354,2,83
355,550,0
356,1,284
357,2,122
358,2,263
359,2,383
360,347,0
361,4,349
362,836,0
363,2,6
364,4,627
365,679,0
366,1,917
367,3,138
368,878,0
369,2,719
370,1,602
371,216,0
372,685,0
373,3,919
374,1,887
375,1,337
376,1,808
377,1,353
378,2,500
379,1,110
380,1,436
381,1,429
382,32,0
383,5,375
384,1,803
385,2,740
386,1,396
387,793,0
388,1,964
389,752,0
390,333,0
391,767,0
392,3,623
393,1,149
394,1,641
395,1,529
396,475,0
397,174,0
398,1,122
399,1,866
400,634,0
401,1,420
402,1,620
403,402,0
404,1,540
405,1,236
406,3,629
407,1,688
408,90,0
409,500,0
410,2,509
411,1,390
412,1,182
413,1,840
414,1,444
415,1,191
416,2,837
417,1,913
418,96,0
419,1,503
420,1,502
421,164,0
422,1,253
423,195,0
424,2,33
425,267,0
426,2,874
427,34,0
428,2,62
429,1,859
430,586,0
431,869,0
432,2,10
433,2,947
434,1,135
435,2,766
436,1,614
437,1,265
438,1,963
439,1,104
440,7,111
441,1,77
442,258,0
443,1,718
444,2,881
445,2,844
446,1,638
447,3,970
448,2,65
449,2,271
450,5,931
451,544,0
452,1,505
453,3,681
454,2,138
455,4,590
456,1,835
457,923,0
458,2,957
459,6,351
460,1,910
461,214,0
462,1,266
463,1,762
464,2,370
465,1,331
466,521,0
467,3,517
468,1,731
469,1,776
470,786,0
471,1,954
472,1,678
473,910,0
474,3,271
475,803,0
476,863,0
477,782,0
478,1,846
479,1,356
480,1,843
481,3,888
482,909,0
483,1,353
484,2,19
485,1,538
486,2,723
487,2,19
488,1,301
489,2,685
490,1,507
491,891,0
492,1,117
493,1,467
494,1,632
495,2,214
496,100,0
497,732,0
498,308,0
499,2,291
500,1,160
501,3,375
502,683,0
503,1,844
504,1,507
505,1,254
506,239,0
507,1,772
508,1,798
509,2,803
510,1,883
511,949,0
512,2,493
513,200,0
514,1,113
515,2,819
516,4,438
517,2,629
518,2,454
519,1,444
520,549,0
521,1,424
522,1,304
523,1,641
524,31,0
525,1,646
526,1,925
527,854,0
528,2,419
529,1,761
530,3,154
531,2,281
532,1,498
533,1,361
534,913,0
535,3,294
536,166,0
537,1,538
538,23,0
539,1,379
540,834,0
541,800,0
542,1,333
543,1,479
544,1,215
545,1,833
546,766,0
547,2,455
548,2,620
549,1,710
550,5,348
551,1,971
552,1,649
553,156,0
554,1,247
555,1,95
556,1,469
557,1,568
558,2,4
559,401,0
560,2,472
561,1,188
562,2,921
563,1,241
564,1,796
565,856,0
566,350,0
567,1,871
568,1,149
569,531,0
570,578,0
571,1,821
572,1,463
573,468,0
574,1,319
575,642,0
576,103,0
577,3,718
578,8,351
579,1,251
580,4,842
581,310,0
582,1,112
583,1,693
584,561,0
585,1,350
586,438,0
587,1,182
588,1,677
589,1,787
590,307,0
591,1,555
592,2,362
593,3,96
594,1,602
595,3,433
596,522,0
597,757,0
598,2,493
599,1,224
600,2,875
601,255,0
602,1,129
603,887,0
604,608,0
605,287,0
606,1,664
607,1,217
608,1,135
609,1,141
610,1,376
611,1,703
612,1,699
613,3,653
614,140,0
615,1,759
616,1,131
617,606,0
618,7,110
619,3,495
620,2,322
621,1,674
622,1,58
623,136,0
624,3,4
625,814,0
626,1,366
627,1,639
628,1,509
629,3,778
630,1,597
631,2,970
632,639,0
633,30,0
634,947,0
635,2,902
636,2,625
637,1,474
638,1,930
639,2,929
640,1,269
641,551,0
642,583,0
643,950,0
644,336,0
645,1,887
646,1,470
647,337,0
648,115,0
649,1,943
650,1,624
651,112,0
652,1,364
653,1,415
654,49,0
655,2,891
656,253,0
657,1,64
658,5,465
659,1,229
660,3,53
661,2,381
662,1,516
663,1,807
664,2,678
665,2,422
666,1,525
667,2,682
668,254,0
669,1,114
670,223,0
671,1,627
672,301,0
673,1,764
674,1,885
675,2,531
676,120,0
677,5,842
678,2,772
679,1,548
680,192,0
681,1,562
682,579,0
683,595,0
684,2,274
685,2,852
686,1,728
687,2,665
688,2,914
689,5,678
690,420,0
691,1,45
692,748,0
693,4,758
694,1,727
695,2,442
696,1,140
697,341,0
698,1,469
699,1,625
700,610,0
701,1,10
702,346,0
703,1,148
704,956,0
705,860,0
706,1,335
707,1,584
708,1,0
709,1,132
710,1,420
711,680,0
712,1,939
713,13,0
714,1,649
715,5,131
716,1,894
717,1,723
718,2,320
719,1,352
720,1,662
721,2,4
722,1,800
723,2,443
724,2,750
725,21,0
726,464,0
727,584,0
728,3,23
729,3,894
730,2,578
731,600,0
732,1,278
733,2,692
734,2,718
735,364,0
736,1,885
737,2,151
738,83,0
739,1,767
740,1,184
741,1,205
742,1,372
743,18,0
744,2,858
745,35,0
746,3,718
747,2,363
748,1,515
749,555,0
750,1,515
751,1,735
752,3,111
753,1,403
754,1,430
755,2,399
756,2,521
757,1,881
758,1,486
759,68,0
760,245,0
761,2,573
762,4,788
763,1,78
764,1,188
765,1,638
766,1,538
767,148,0
768,2,616
769,3,308
770,1,476
771,1,297
772,5,416
773,236,0
774,293,0
775,1,738
776,1,323
777,1,702
778,1,796
779,1,467
780,1,740
781,1,585
782,797,0
783,855,0
784,673,0
785,1,676
786,1,203
787,338,0
788,1,914
789,1,19
790,2,337
791,604,0
792,670,0
793,1,98
794,213,0
795,937,0
796,697,0
797,2,958
798,1,524
799,1,468
800,1,590
801,215,0
802,1,95
803,838,0
804,728,0
805,216,0
806,1,484
807,273,0
808,2,606
809,1,461
810,1,66
811,1,186
812,1,681
813,5,870
814,279,0
815,1,571
816,843,0
817,2,938
818,1,227
819,1,242
820,1,265
821,710,0
822,102,0
823,8,112
824,1,103
825,2,416
826,3,83
827,745,0
828,1,623
829,1,589
830,1,120
831,5,299
832,2,188
833,1,97
834,1,525
835,659,0
836,2,677
837,1,890
838,2,945
839,890,0
840,962,0
841,1,868
842,4,802
843,773,0
844,815,0
845,1,240
846,3,670
847,1,911
848,2,863
849,1,476
850,723,0
851,2,625
852,1,241
853,1,209
854,1,574
855,1,419
856,1,113
857,2,820
858,1,769
859,1,529
860,1,112
861,2,291
862,397,0
863,1,586
864,1,619
865,386,0
866,1,631
867,581,0
868,2,157
869,1,845
870,3,291
871,1,42
872,1,472
873,4,870
874,3,546
875,64,0
876,1,6
877,298,0
878,455,0
879,1,875
880,2,946
881,917,0
882,1,140
883,1,574
884,948,0
885,1,377
886,266,0
887,1,414
888,1,310
889,1,891
890,1,909
891,1,802
892,712,0
893,4,500
894,6,105
895,2,426
896,2,108
897,1,867
898,6,419
899,2,886
900,3,447
901,362,0
902,1,760
903,1,72
904,165,0
905,2,661
906,939,0
907,2,307
908,1,487
909,446,0
910,2,625
911,1,523
912,5,245
913,1,162
914,14,0
915,2,631
916,916,0
917,2,939
918,1,231
919,1,33
920,1,143
921,2,480
922,1,194
923,2,664
924,1,477
925,2,548
926,4,617
927,824,0
928,1,642
929,580,0
930,1,958
931,4,433
932,1,272
933,3,538
934,361,0
935,441,0
936,1,940
937,6,748
938,3,760
939,1,402
940,2,45
941,1,861
942,1,960
943,892,0
944,2,731
945,2,390
946,1,26
947,927,0
948,1,85
949,422,0
950,254,0
951,3,220
952,1,28
953,1,685
954,1,486
955,3,758
956,2,750
957,2,505
958,52,0
959,1,887
960,1,283
961,1,860
962,2,585
963,1,565
964,3,731
965,2,309
966,1,596
967,1,630
968,640,0
969,2,888
970,1,12
971,1,684
972,3,677
973,482,0
974,822,0
975,1,134
976,417,0
977,2,53
978,1,69
979,2,110
980,689,0
981,1,82
982,1,733
983,2,6
984,2,185
985,951,0
986,851,0
987,1,228
988,1,380
989,1,205
990,1,50
991,1,751
992,1,862
993,276,0
994,3,729
995,1,237
996,1,424
997,1,302
998,789,0
999,175,0
1000,1,37
1001,1,125
1002,696,0
1003,1,156
1004,1,10
1005,1,97
1006,3,245
1007,1,369
1008,65,0
1009,870,0
1010,154,0
1011,1,311
1012,568,0
1013,1,937
1014,1,789
1015,1,362
1016,1,848
1017,1,919
1018,1,445
1019,715,0
1020,1,521
1021,265,0
1022,5,0
1023,2,568
1024,187,0
1025,1,701
1026,1,44
1027,1,857
1028,1,213
1029,1,955
1030,828,0
1031,3,555
1032,671,0
1033,2,759
1034,1,211
1035,200,0
1036,833,0
1037,1,151
1038,1,912
1039,1,724
1040,423,0
1041,897,0
1042,1,486
1043,264,0
1044,3,802
1045,1,888
1046,1,130
1047,1,365
1048,1,110
1049,2,581
1050,1,620
1051,3,480
1052,811,0
1053,2,111
1054,1,905
1055,2,517
1056,1,942
1057,1,371
1058,196,0
1059,1,406
1060,1,461
1061,7,535
1062,1,249
1063,1,403
1064,1,210
1065,454,0
1066,886,0
1067,790,0
1068,1,527
1069,4,17
1070,206,0
1071,1,478
1072,1,162
1073,457,0
1074,1,419
1075,2,203
1076,1,937
1077,1,540
1078,1,134
1079,2,104
1080,1,918
1081,190,0
1082,893,0
1083,1,250
1084,291,0
1085,1,906
1086,488,0
1087,1,802
1088,1,735
1089,630,0
1090,1,175
1091,1,372
1092,899,0
1093,60,0
1094,1,293
1095,3,249
1096,3,38
1097,62,0
1098,1,369
1099,469,0
1100,1,798
1101,2,687
1102,111,0
1103,1,822
1104,3,842
1105,1,105
1106,1,405
1107,884,0
1108,2,934
1109,5,294
1110,2,859
1111,1,648
1112,1,254
1113,3,263
1114,1,921
1115,2,297
1116,1,354
1117,2,649
1118,1,83
1119,1,677
1120,5,111
1121,6,299
1122,5,29
1123,2,781
1124,1,709
1125,2,261
1126,2,796
1127,7,748
1128,1,498
1129,717,0
1130,1,357
1131,1,269
1132,784,0
1133,2,134
1134,3,277
1135,2,26
1136,2,895
1137,1,668
1138,11,110
1139,1,624
1140,1,150
1141,315,0
1142,1,11
1143,1,227
1144,877,0
1145,1,603
1146,520,0
1147,2,416
1148,1,835
1149,118,0
1150,2,595
1151,2,447
1152,426,0
1153,315,0
1154,1,965
1155,6,245
1156,462,0
1157,1,747
1158,1,352
1159,3,590
1160,2,894
1161,1,956
1162,703,0
1163,2,718
1164,1,44
1165,918,0
1166,1,60
1167,1,357
1168,1,720
1169,1,395
1170,2,348
1171,1,262
1172,3,350
1173,2,556
1174,1,901
1175,1,946
1176,536,0
1177,352,0
1178,1,634
1179,936,0
1180,1,5
1181,4,785
1182,2,770
1183,1,392
1184,6,29
1185,1,6
1186,2,425
1187,805,0
1188,1,90
1189,3,893
1190,1,95
1191,1,463
1192,417,0
1193,465,0
1194,548,0
1195,1,11
1196,456,0
1197,2,504
1198,2,392
1199,2,155
1200,1,588
1201,1,613
1202,1,73
1203,1,120
1204,647,0
1205,2,811
1206,2,611
1207,3,67
1208,3,852
1209,808,0
1210,3,438
1211,1,758
1212,2,457
1213,1,35
1214,1,878
1215,1,845
1216,1,127
1217,5,881
1218,1,878
1219,1,124
1220,934,0
1221,1,829
1222,1,865
1223,1,65
1224,2,100
1225,1,263
1226,71,0
1227,1,660
1228,1,425
1229,1,102
1230,1,913
1231,2,788
1232,1,659
1233,12,110
1234,1,406
1235,1,118
1236,688,0
1237,571,0
1238,777,0
1239,1,750
1240,2,349
1241,1,675
1242,3,172
1243,1,292
1244,288,0
1245,881,0
1246,2,868
1247,4,200
1248,1,873
1249,3,874
1250,105,0
1251,351,0
1252,4,845
1253,1,447
1254,185,0
1255,6,131
1256,2,919
1257,1,634
1258,569,0
1259,2,933
1260,645,0
1261,3,642
1262,5,936
1263,1,645
1264,3,64
1265,1,814
1266,1,608
1267,2,643
1268,2,455
1269,2,158
1270,1,726
1271,1,366
1272,3,442
1273,902,0
1274,4,299
1275,1,421
1276,1,919
1277,281,0
1278,3,364
1279,3,859
1280,2,322
1281,2,96
1282,873,0
1283,138,0
1284,955,0
1285,458,0
1286,203,0
1287,498,0
1288,1,823
1289,1,191
1290,1,624
1291,483,0
1292,1,369
1293,1,960
1294,1,414
1295,4,154
1296,2,696
1297,59,0
1298,2,154
1299,1,693
1300,3,281
1301,1,643
1302,2,465
1303,1,133
1304,1,504
1305,1,671
1306,400,0
1307,1,618
1308,2,260
1309,846,0
1310,611,0
1311,247,0
1312,2,378
1313,1,899
1314,256,0
1315,1,740
1316,1,876
1317,5,351
1318,1,716
1319,2,957
1320,554,0
1321,3,748
1322,4,894
1323,545,0
1324,93,0
1325,2,574
1326,1,883
1327,4,726
1328,560,0
1329,1,344
1330,1,589
1331,2,743
1332,1,3
1333,1,926
1334,3,587
1335,4,438
1336,1,783
1337,3,528
1338,227,0
1339,1,899
1340,3,535
1341,1,47
1342,574,0
1343,841,0
1344,2,899
1345,1,68
1346,1,403
1347,1,921
1348,599,0
1349,2,365
1350,1,231
1351,2,381
1352,2,864
1353,4,495
1354,2,221
1355,5,874
1356,1,770
1357,1,843
1358,2,647
1359,4,887
1360,1,429
1361,1,522
1362,3,678
1363,1,819
1364,754,0
1365,629,0
1366,2,440
1367,2,604
1368,2,445
1369,205,0
1370,1,683
1371,785,0
1372,1,455
1373,1,83
1374,3,837
1375,1,121
1376,2,679
1377,2,497
1378,597,0
1379,2,944
1380,1,539
1381,543,0
1382,1,832
1383,1,598
1384,3,332
1385,1,811
1386,1,553
1387,758,0
1388,2,862
1389,840,0
1390,628,0
1391,136,0
1392,2,0
1393,704,0
1394,2,358
1395,3,442
1396,238,0
1397,1,218
1398,1,921
1399,2,89
1400,2,527
1401,768,0
1402,1,880
1403,346,0
1404,1,92
1405,1,933
1406,1,603
1407,1,624
1408,4,375
1409,1,495
1410,399,0
1411,3,618
1412,477,0
1413,1,727
1414,1,310
1415,1,575
1416,2,462
1417,3,429
1418,1,98
1419,3,56
1420,98,0
1421,2,470
1422,1,395
1423,7,17
1424,4,863
1425,2,351
1426,1,590
1427,1,678
1428,3,409
1429,1,865
1430,1,667
1431,240,0
1432,1,26
1433,4,585
1434,1,20
1435,2,122
1436,1,884
1437,2,452
1438,809,0
1439,1,928
1440,524,0
1441,1,577
1442,370,0
1443,316,0
1444,1,644
1445,4,538
1446,4,105
1447,2,244
1448,678,0
1449,304,0
1450,1,89
1451,2,64
1452,2,644
1453,1,434
1454,1,120
1455,89,0
1456,1,583
1457,1,61
1458,1,663
1459,2,210
1460,1,658
1461,3,585
1462,961,0
1463,1,552
1464,1,759
1465,292,0
1466,424,0
1467,252,0
1468,1,805
1469,1,150
1470,1,11
1471,601,0
1472,2,618
1473,1,579
1474,1,334
1475,1,864
1476,1,665
1477,349,0
1478,1,297
1479,1,542
1480,371,0
1481,1,692
1482,1,7
1483,1,652
1484,1,182
1485,154,0
1486,2,716
1487,941,0
1488,2,590
1489,791,0
1490,2,939
1491,4,111
1492,1,881
1493,1,181
1494,677,0
1495,1,542
1496,1,583
1497,725,0
1498,1,661
1499,4,413
1500,1,122
1501,412,0
1502,1,365
1503,3,299
1504,79,0
1505,1,590
1506,2,220
1507,692,0
1508,2,573
1509,1,291
1510,1,622
1511,1,520
1512,3,678
1513,202,0
1514,1,449
1515,1,342
1516,637,0
1517,3,885
1518,1,734
1519,277,0
1520,1,227
1521,1,859
1522,925,0
1523,1,86
1524,2,273
1525,1,172
1526,452,0
1527,1,681
1528,1,154
1529,1,163
1530,2,463
1531,1,723
1532,2,531
1533,1,330
1534,1,759
1535,4,605
1536,119,0
1537,1,23
1538,1,147
1539,1,769
1540,1,786
1541,2,350
1542,1,533
1543,3,185
1544,835,0
1545,1,594
1546,1,213
1547,958,0
1548,2,467
1549,2,641
1550,1,387
1551,1,696
1552,2,683
1553,701,0
1554,1,326
1555,1,303
1556,1,463
1557,1,893
1558,2,463
1559,2,574
1560,1,80
1561,1,27
1562,613,0
1563,3,0
1564,165,0
1565,1,810
1566,747,0
1567,1,290
1568,3,10
1569,2,469
1570,387,0
1571,2,538
1572,2,157
1573,1,230
1574,2,73
1575,1,603
1576,1,815
1577,1,38
1578,3,206
1579,1,76
1580,1,468
1581,2,248
1582,3,463
1583,966,0
1584,2,188
1585,2,211
1586,2,925
1587,530,0
1588,497,0
1589,1,510
1590,596,0
1591,1,759
1592,5,802
1593,2,52
1594,154,0
1595,2,378
1596,2,528
1597,1,574
1598,499,0
1599,3,17
1600,1,778
1601,3,931
1602,1,336
1603,1,18
1604,2,913
1605,1,464
1606,2,910
1607,1,894
1608,1,596
1609,853,0
1610,501,0
1611,615,0
1612,1,869
1613,1,250
1614,1,500
1615,1,766
1616,3,716
1617,1,412
1618,771,0
1619,56,0
1620,1,838
1621,4,881
1622,1,457
1623,2,876
1624,1,788
1625,1,272
1626,3,227
1627,1,662
1628,2,549
1629,108,0
1630,1,827
1631,1,521
1632,1,504
1633,3,627
1634,1,547
1635,1,675
1636,2,717
1637,2,353
1638,2,475
1639,1,189
1640,84,0
1641,737,0
1642,1,368
1643,1,190
1644,2,300
1645,2,38
1646,654,0
1647,883,0
1648,296,0
1649,646,0
1650,28,0
1651,1,603
1652,1,339
1653,1,704
1654,4,188
1655,1,557
1656,2,360
1657,2,36
1658,1,143
1659,1,219
1660,570,0
1661,6,590
1662,1,227
1663,2,614
1664,1,87
1665,1,85
1666,787,0
1667,1,657
1668,1,643
1669,1,920
1670,779,0
1671,2,620
1672,1,948
1673,7,670
1674,150,0
1675,3,842
1676,2,776
1677,2,693
1678,769,0
1679,116,0
1680,1,733
1681,634,0
1682,921,0
1683,3,578
1684,1,235
1685,2,468
1686,657,0
1687,490,0
1688,2,662
1689,3,879
1690,1,396
1691,3,807
1692,2,343
1693,1,138
1694,1,853
1695,1,118
1696,297,0
1697,1,35
1698,1,934
1699,1,537
1700,149,0
1701,1,102
1702,2,520
1703,1,420
1704,935,0
1705,1,883
1706,3,439
1707,1,173
1708,1,767
1709,2,251
1710,311,0
1711,1,275
1712,2,863
1713,278,0
1714,17,0
1715,1,820
1716,1,225
1717,3,392
1718,2,429
1719,1,388
1720,1,899
1721,1,721
1722,1,569
1723,2,847
1724,2,956
1725,1,528
1726,495,0
1727,1,832
1728,895,0
1729,1,558
1730,3,44
1731,2,430
1732,7,105
1733,1,452
1734,4,29
1735,1,756
1736,1,604
1737,866,0
1738,903,0
1739,327,0
1740,121,0
1741,1,333
1742,1,384
1743,1,217
1744,2,332
1745,1,756
1746,6,842
1747,1,685
1748,2,378
1749,2,479
1750,1,589
1751,952,0
1752,1,95
1753,1,718
1754,1,491
1755,2,213
1756,37,0
1757,4,365
1758,2,623
1759,1,639
1760,3,538
1761,1,75
1762,1,258
1763,2,971
1764,1,743
1765,1,437
1766,3,277
1767,1,945
1768,1,454
1769,1,430
1770,448,0
1771,2,931
1772,1,91
1773,1,435
1774,1,778
1775,1,830
1776,686,0
1777,5,590
1778,1,228
1779,1,157
1780,1,161
1781,2,574
1782,3,58
1783,1,21
1784,3,118
1785,312,0
1786,1,101
1787,4,348
1788,2,467
1789,20,0
1790,1,370
1791,1,476
1792,3,723
1793,2,126
1794,968,0
1795,1,403
1796,1,836
1797,233,0
1798,1,950
1799,246,0
1800,1,845
1801,622,0
1802,1,70
1803,1,247
1804,8,294
1805,1,852
1806,1,969
1807,1,56
1808,1,509
1809,3,552
1810,5,105
1811,1,638
1812,1,474
1813,2,272
1814,2,227
1815,1,322
1816,4,871
1817,2,179
1818,1,446
1819,2,187
1820,1,645
1821,1,626
1822,2,469
1823,1,251
1824,1,936
1825,666,0
1826,1,678
1827,1,394
1828,415,0
1829,1,835
1830,1,370
1831,2,960
1832,1,104
1833,1,858
1834,1,901
1835,1,947
1836,845,0
1837,1,607
1838,4,56
1839,2,785
1840,137,0
1841,1,683
1842,1,525
1843,144,0
1844,1,606
1845,1,902
1846,2,301
1847,1,702
1848,2,117
1849,354,0
1850,820,0
1851,2,254
1852,1,381
1853,2,190
1854,1,378
1855,2,917
1856,2,502
1857,1,915
1858,1,98
1859,211,0
1860,2,960
1861,1,11
1862,1,471
1863,1,469
1864,3,403
1865,1,707
1866,357,0
1867,339,0
1868,5,200
1869,2,558
1870,5,726
1871,1,99
1872,2,881
1873,1,362
1874,1,751
1875,1,181
1876,1,274
1877,1,646
1878,3,45
1879,110,0
1880,2,451
1881,1,100
1882,3,617
1883,2,555
1884,772,0
1885,1,400
1886,2,158
1887,1,503
1888,1,666
1889,335,0
1890,1,960
1891,631,0
1892,433,0
1893,1,255
1894,885,0
1895,127,0
1896,1,863
1897,2,173
1898,1,856
1899,2,150
1900,244,0
1901,1,335
1902,1,484
1903,1,892
1904,1,969
1905,1,128
1906,1,222
1907,1,776
1908,1,543
1909,460,0
1910,1,888
1911,344,0
1912,4,472
1913,1,962
1914,1,427
1915,3,659
1916,6,465
1917,1,716
1918,1,568
1919,1,36
1920,1,632
1921,1,629
1922,2,331
1923,1,20
1924,1,109
1925,1,933
1926,4,913
1927,367,0
1928,511,0
1929,4,396
1930,1,73
1931,2,739
1932,259,0
1933,2,269
1934,3,365
1935,1,323
1936,1,508
1937,1,926
1938,443,0
1939,3,546
1940,960,0
1941,6,17
1942,1,21
1943,4,364
1944,1,650
1945,1,836
1946,1,922
1947,2,656
1948,429,0
1949,3,499
1950,1,24
1951,2,529
1952,459,0
1953,903,0
1954,280,0
1955,1,139
1956,661,0
1957,157,0
1958,1,474
1959,4,587
1960,1,274
1961,3,863
1962,764,0
1963,1,6
1964,1,925
1965,3,562
1966,80,0
1967,3,381
1968,1,528
1969,932,0
1970,1,140
1971,1,580
1972,1,443
1973,1,790
1974,2,112
1975,1,124
1976,396,0
1977,792,0
1978,45,0
1979,176,0
1980,1,48
1981,2,760
1982,1,518
1983,2,119
1984,106,0
1985,2,466
1986,129,0
1987,2,434
1988,3,309
1989,3,785
1990,1,175
1991,1,343
1992,2,953
1993,373,0
1994,2,948
1995,237,0
1996,2,375
1997,207,0
1998,1,8
1999,2,215
2000,1,944
2001,1,604
2002,1,200
2003,532,0
2004,6,294
2005,2,128
2006,621,0
2007,1,620
2008,912,0
2009,4,291
2010,1,736
2011,1,342
2012,1,114
2013,396,0
2014,1,805
2015,1,910
2016,1,452
2017,2,875
2018,340,0
2019,1,752
2020,1,497
2021,1,515
2022,242,0
2023,67,0
2024,330,0
2025,928,0
2026,2,688
2027,1,421
2028,86,0
2029,1,884
2030,1,180
2031,1,939
2032,1,605
2033,676,0
2034,1,620
2035,1,557
2036,2,252
2037,1,55
2038,1,640
2039,2,881
2040,1,452
2041,1,957
2042,7,294
2043,819,0
2044,2,856
2045,4,968
2046,1,253
2047,2,91
2048,1,302
2049,78,0
2050,2,469
2051,1,588
2052,199,0
2053,751,0
2054,573,0
2055,3,308
2056,1,2
2057,1,894
2058,309,0
2059,1,950
2060,3,936
2061,170,0
2062,2,328
2063,1,740
2064,2,269
2065,204,0
2066,2,610
2067,395,0
2068,1,466
2069,4,378
2070,1,891
2071,1,951
2072,2,90
2073,1,804
2074,2,4
2075,861,0
2076,2,871
2077,1,932
2078,864,0
2079,1,764
2080,1,357
2081,1,161
2082,2,339
2083,1,888
2084,1,723
2085,1,768
2086,1,754
2087,636,0
2088,1,501
2089,1,873
2090,3,158
2091,1,859
2092,2,323
2093,1,328
2094,740,0
2095,2,845
2096,541,0
2097,1,447
2098,1,501
2099,1,231
2100,1,462
2101,1,739
2102,749,0
2103,1,907
2104,783,0
2105,2,86
2106,1,356
2107,1,187
2108,201,0
2109,3,472
2110,1,337
2111,1,244
2112,1,190
2113,3,620
2114,798,0
2115,163,0
2116,868,0
2117,2,552
2118,27,0
2119,668,0
2120,1,346
2121,1,730
2122,867,0
2123,607,0
2124,6,881
2125,2,430
2126,1,504
2127,436,0
2128,36,0
2129,1,20
2130,3,767
2131,4,861
2132,1,198
2133,1,573
2134,2,295
2135,4,874
2136,506,0
2137,282,0
2138,37,0
