index,moves,overall_moves
158,336,0
159,1686,0
160,1,268
161,4,770
162,764,0
163,1,1384
164,1,561
165,1,1729
166,2,1219
167,1391,0
168,1,575
169,1,416
170,1,1015
171,43,0
172,443,0
173,2,485
174,772,0
175,1639,0
176,1,1624
177,1000,0
178,152,0
179,1069,0
180,1,1008
181,1,478
182,3,1553
183,1042,0
184,1,1524
185,2,533
186,4,1362
187,1,858
188,879,0
189,848,0
190,1658,0
191,1453,0
192,811,0
193,1,893
194,2,634
195,1608,0
196,1,413
197,1,725
198,1305,0
199,1402,0
200,378,0
201,1,174
202,3,1439
203,1,1334
204,1,1151
205,520,0
206,1063,0
207,2,1602
208,3,638
209,804,0
210,1,171
211,1349,0
212,1,1039
213,1504,0
214,3,1208
215,882,0
216,216,0
217,3,707
218,4,1461
219,1,388
220,48,0
221,1,1593
222,3,448
223,1,239
224,1122,0
225,1709,0
226,5,353
227,1,573
228,1495,0
229,1348,0
230,5,1580
231,2,1070
232,3,437
233,1067,0
234,3,1793
235,3,353
236,1,1229
237,2,353
238,965,0
239,228,0
240,1694,0
241,2,623
242,1261,0
243,1,696
244,3,726
245,1483,0
246,569,0
247,197,0
248,2,1017
249,1,609
250,1,1196
251,1,517
252,3,468
253,1,245
254,1792,0
255,699,0
256,1316,0
257,1532,0
258,1524,0
259,1603,0
260,335,0
261,1086,0
262,396,0
263,42,0
264,602,0
265,427,0
266,1083,0
267,311,0
268,941,0
269,1,1408
270,358,0
271,1,243
272,1,861
273,2,1005
274,445,0
275,951,0
276,801,0
277,607,0
278,1,1548
279,3,1432
280,1,781
281,672,0
282,1746,0
283,292,0
284,3,106
285,31,0
286,373,0
287,1809,0
288,3,1246
289,1,1132
290,1,336
291,1194,0
292,1,6
293,877,0
294,1255,0
295,1715,0
296,1,456
297,1812,0
298,2,678
299,2,1658
300,1387,0
301,932,0
302,1,392
303,2,568
304,3,1850
305,1054,0
306,2,769
307,1,1110
308,863,0
309,558,0
310,1458,0
311,1,1458
312,1,18
313,1870,0
314,1,660
315,1559,0
316,3,1240
317,1,1740
318,1864,0
319,1,541
320,636,0
321,24,0
322,1,939
323,2,849
324,2,429
325,1,1202
326,1210,0
327,137,0
328,1,1366
329,1610,0
330,238,0
331,107,0
332,595,0
333,3,1492
334,3,1577
335,1,274
336,1,388
337,470,0
338,1720,0
339,1,1217
340,1307,0
341,1,682
342,907,0
343,1,927
344,2,843
345,1,1826
346,5,1658
347,1,1486
348,1,1443
349,1,112
350,1600,0
351,2,1794
352,965,0
353,1868,0
354,3,157
355,1077,0
356,1,532
357,248,0
358,495,0
359,729,0
360,645,0
361,647,0
362,2,1616
363,12,0
364,1224,0
365,1351,0
366,1802,0
367,285,0
368,1,1715
369,2,1417
370,1166,0
371,1,419
372,2,1362
373,1807,0
374,3,1737
375,2,617
376,4,1574
377,652,0
378,977,0
379,1,208
380,833,0
381,1,819
382,72,0
383,4,714
384,1,1575
385,1464,0
386,2,750
387,1563,0
388,1,1885
389,2,1486
390,619,0
391,1512,0
392,1213,0
393,302,0
394,1,1264
395,1,1026
396,1,934
397,346,0
398,236,0
399,1676,0
400,1244,0
401,1,798
402,1,1200
403,1,759
404,1056,0
405,448,0
406,1236,0
407,1,1363
408,168,0
409,975,0
410,997,0
411,741,0
412,2,354
413,1,1622
414,854,0
415,2,382
416,1,1618
417,1,1790
418,1,180
419,5,979
420,1,977
421,331,0
422,2,479
423,1,389
424,77,0
425,501,0
426,1708,0
427,1,77
428,3,126
429,3,1658
430,2,1137
431,1691,0
432,1,25
433,1,1856
434,275,0
435,4,1511
436,1193,0
437,5,491
438,3,1883
439,3,193
440,223,0
441,1,152
442,485,0
443,7,1412
444,1723,0
445,1633,0
446,1248,0
447,1,1894
448,136,0
449,507,0
450,1,1830
451,1061,0
452,984,0
453,1354,0
454,284,0
455,1147,0
456,3,1613
457,1814,0
458,6,1867
459,1,654
460,1,1782
461,414,0
462,2,500
463,1506,0
464,1,697
465,610,0
466,3,1013
467,1006,0
468,1,1446
469,1,1527
470,1,1551
471,1867,0
472,1332,0
473,1780,0
474,1,507
475,1575,0
476,1671,0
477,1538,0
478,1,1633
479,1,667
480,1632,0
481,1739,0
482,3,1779
483,2,660
484,2,47
485,1048,0
486,1426,0
487,2,47
488,1,563
489,1361,0
490,1,989
491,1,1750
492,1,222
493,909,0
494,1237,0
495,417,0
496,188,0
497,1,1450
498,2,569
499,2,538
500,327,0
501,1,713
502,1358,0
503,2,1632
504,990,0
505,1,481
506,1,449
507,1,1521
508,2,1566
509,1576,0
510,1732,0
511,2,1858
512,8,959
513,391,0
514,5,226
515,5,1592
516,839,0
517,2,1237
518,868,0
519,854,0
520,1,1076
521,795,0
522,567,0
523,1264,0
524,2,71
525,1276,0
526,1,1818
527,1647,0
528,5,792
529,1496,0
530,2,314
531,526,0
532,967,0
533,678,0
534,1789,0
535,543,0
536,1,332
537,1045,0
538,49,0
539,2,719
540,1,1613
541,1,1571
542,620,0
543,938,0
544,419,0
545,1,1612
546,1510,0
547,871,0
548,1211,0
549,1404,0
550,643,0
551,1895,0
552,2,1284
553,1,317
554,2,467
555,1,177
556,4,912
557,1105,0
558,1,6
559,759,0
560,922,0
561,1,372
562,2,1806
563,2,453
564,3,1564
565,1652,0
566,648,0
567,1,1696
568,1,300
569,1027,0
570,1121,0
571,1593,0
572,1,884
573,2,911
574,1,588
575,1268,0
576,1,193
577,1,1416
578,657,0
579,1,463
580,1631,0
581,578,0
582,4,226
583,1375,0
584,1098,0
585,1,648
586,837,0
587,1,354
588,5,1337
589,4,1551
590,1,568
591,1,1080
592,2,677
593,1,179
594,2,1167
595,827,0
596,1,1015
597,2,1492
598,8,959
599,1,432
600,2,1699
601,482,0
602,263,0
603,1,1737
604,1,1179
605,534,0
606,1,1319
607,421,0
608,1,268
609,2,289
610,712,0
611,1392,0
612,2,1386
613,1293,0
614,1,287
615,1500,0
616,2,265
617,2,1177
618,2,212
619,1,962
620,593,0
621,2,1334
622,121,0
623,276,0
624,10,0
625,2,1588
626,690,0
627,1,1251
628,1,996
629,1,1535
630,3,1148
631,1894,0
632,2,1256
633,71,0
634,2,1856
635,1,1772
636,1218,0
637,932,0
638,2,1826
639,1825,0
640,2,502
641,1,1077
642,1131,0
643,1861,0
644,1,623
645,1737,0
646,913,0
647,624,0
648,2,241
649,3,1848
650,1217,0
651,225,0
652,2,680
653,1,778
654,104,0
655,1,1751
656,479,0
657,2,131
658,902,0
659,440,0
660,1,108
661,1,726
662,1004,0
663,4,1580
664,1,1346
665,810,0
666,2,1019
667,1,1356
668,480,0
669,241,0
670,3,429
671,1221,0
672,565,0
673,1508,0
674,4,1733
675,2,1029
676,246,0
677,1,1631
678,2,1519
679,2,1075
680,1,384
681,3,1099
682,1125,0
683,1,1153
684,2,511
685,2,1643
686,1436,0
687,2,1318
688,2,1795
689,1,1348
690,798,0
691,94,0
692,2,1475
693,1,1497
694,1433,0
695,1,849
696,1,280
697,632,0
698,917,0
699,1,1219
700,3,1180
701,1,19
702,1,638
703,300,0
704,1871,0
705,1662,0
706,1,615
707,1129,0
708,1,0
709,1,272
710,2,798
711,1352,0
712,1,1836
713,5,27
714,1,1285
715,270,0
716,1757,0
717,1421,0
718,1,596
719,650,0
720,1,1311
721,1,7
722,2,1571
723,9,851
724,1479,0
725,6,47
726,2,893
727,1136,0
728,1,51
729,6,1754
730,1123,0
731,1,1161
732,1,522
733,1369,0
734,1413,0
735,1,680
736,1725,0
737,307,0
738,1,157
739,3,1511
740,1,359
741,394,0
742,698,0
743,39,0
744,1,1657
745,78,0
746,4,1412
747,680,0
748,1002,0
749,1084,0
750,1003,0
751,1456,0
752,1,220
753,3,760
754,3,822
755,4,757
756,5,1013
757,1,1721
758,955,0
759,2,142
760,464,0
761,1,1115
762,1554,0
763,1,151
764,377,0
765,1249,0
766,1041,0
767,299,0
768,2,1196
769,572,0
770,2,926
771,544,0
772,789,0
773,2,447
774,1,540
775,1,1459
776,603,0
777,3,1389
778,3,1564
779,893,0
780,1463,0
781,3,1132
782,1566,0
783,1651,0
784,4,1333
785,4,1337
786,1,399
787,626,0
788,1,1795
789,45,0
790,618,0
791,1173,0
792,1,1325
793,1,183
794,413,0
795,1839,0
796,1381,0
797,1,1876
798,1,1017
799,912,0
800,1149,0
801,418,0
802,1,177
803,3,1618
804,1435,0
805,1,419
806,952,0
807,512,0
808,2,1175
809,881,0
810,1,137
811,369,0
812,2,1352
813,3,1694
814,523,0
815,1111,0
816,6,1631
817,1,1843
818,435,0
819,455,0
820,497,0
821,2,1405
822,1,192
823,232,0
824,2,193
825,4,778
826,4,157
827,1,1471
828,1212,0
829,2,1143
830,233,0
831,551,0
832,375,0
833,1,178
834,1018,0
835,1302,0
836,1340,0
837,1749,0
838,2,1849
839,1750,0
840,1883,0
841,1684,0
842,1,1574
843,1522,0
844,1589,0
845,453,0
846,1329,0
847,1784,0
848,1,1667
849,2,939
850,1420,0
851,3,1230
852,2,453
853,2,404
854,1116,0
855,4,792
856,1,226
857,1,1595
858,1515,0
859,3,1024
860,226,0
861,1,536
862,1,756
863,2,1133
864,1208,0
865,732,0
866,1240,0
867,2,1126
868,320,0
869,4,1630
870,6,538
871,1,89
872,2,921
873,2,1694
874,2,1073
875,3,131
876,1,11
877,559,0
878,1,869
879,1712,0
880,1,1854
881,1,1803
882,288,0
883,1115,0
884,1857,0
885,717,0
886,500,0
887,780,0
888,575,0
889,1751,0
890,4,1779
891,1,1573
892,4,1405
893,979,0
894,203,0
895,2,812
896,199,0
897,8,1685
898,796,0
899,1728,0
900,2,861
901,679,0
902,2,1495
903,3,147
904,332,0
905,1310,0
906,1845,0
907,1,569
908,957,0
909,2,858
910,1220,0
911,1014,0
912,1,462
913,1,329
914,28,0
915,1,1240
916,1,1800
917,1837,0
918,442,0
919,76,0
920,1,292
921,2,944
922,389,0
923,3,1314
924,2,927
925,1076,0
926,1201,0
927,2,1600
928,2,1253
929,1126,0
930,4,1875
931,828,0
932,1,509
933,1052,0
934,676,0
935,1,848
936,1844,0
937,1482,0
938,1,1503
939,760,0
940,98,0
941,2,1665
942,2,1876
943,1754,0
944,1,1449
945,742,0
946,57,0
947,1821,0
948,160,0
949,808,0
950,480,0
951,1,426
952,1,61
953,2,1360
954,956,0
955,1,1496
956,1479,0
957,985,0
958,4,106
959,2,1737
960,1,531
961,1663,0
962,1133,0
963,1101,0
964,1450,0
965,576,0
966,1,1155
967,1233,0
968,1262,0
969,1,1738
970,21,0
971,1362,0
972,1342,0
973,1,948
974,3,1597
975,274,0
976,791,0
977,108,0
978,1,143
979,1,209
980,1365,0
981,156,0
982,2,1451
983,15,0
984,363,0
985,1,1862
986,2,1642
987,438,0
988,721,0
989,2,393
990,106,0
991,2,1480
992,2,1670
993,514,0
994,1441,0
995,4,448
996,1,811
997,555,0
998,1556,0
999,1,346
1000,1,81
1001,255,0
1002,1378,0
1003,318,0
1004,1,22
1005,1,185
1006,461,0
1007,696,0
1008,1,132
1009,1692,0
1010,313,0
1011,581,0
1012,1104,0
1013,1835,0
1014,1,1553
1015,1,677
1016,1,1639
1017,3,1804
1018,855,0
1019,1408,0
1020,1,1013
1021,499,0
1022,1,10
1023,1106,0
1024,371,0
1025,2,1389
1026,92,0
1027,1653,0
1028,408,0
1029,1869,0
1030,1,1603
1031,3,1080
1032,1,1333
1033,1499,0
1034,1,406
1035,391,0
1036,2,1612
1037,306,0
1038,1786,0
1039,1430,0
1040,1,810
1041,1,1763
1042,954,0
1043,1,498
1044,1574,0
1045,1738,0
1046,1,263
1047,3,683
1048,201,0
1049,4,1126
1050,1204,0
1051,3,944
1052,1587,0
1053,220,0
1054,1,1776
1055,4,1005
1056,1,1848
1057,2,698
1058,2,389
1059,767,0
1060,2,880
1061,1,1042
1062,1,470
1063,3,760
1064,3,405
1065,866,0
1066,1735,0
1067,1557,0
1068,1022,0
1069,1,35
1070,402,0
1071,942,0
1072,1,329
1073,875,0
1074,3,792
1075,400,0
1076,1840,0
1077,1,1050
1078,268,0
1079,194,0
1080,2,1804
1081,1,381
1082,2,1754
1083,474,0
1084,537,0
1085,1777,0
1086,2,957
1087,1573,0
1088,1456,0
1089,1238,0
1090,2,339
1091,700,0
1092,1765,0
1093,1,124
1094,3,538
1095,9,468
1096,84,0
1097,1,126
1098,2,696
1099,916,0
1100,1,1568
1101,1364,0
1102,218,0
1103,4,1597
1104,3,1630
1105,1,196
1106,1,766
1107,2,1733
1108,1,1834
1109,1,547
1110,4,1658
1111,1,1280
1112,481,0
1113,498,0
1114,1806,0
1115,545,0
1116,1,661
1117,2,1285
1118,157,0
1119,1,1331
1120,2,221
1121,552,0
1122,68,0
1123,3,1537
1124,2,1403
1125,2,491
1126,1565,0
1127,1,1482
1128,1,968
1129,1410,0
1130,655,0
1131,505,0
1132,1547,0
1133,269,0
1134,521,0
1135,52,0
1136,1761,0
1137,2,1324
1138,217,0
1139,1228,0
1140,303,0
1141,584,0
1142,2,27
1143,1,435
1144,1714,0
1145,1168,0
1146,1010,0
1147,785,0
1148,1615,0
1149,5,243
1150,2,1155
1151,2,860
1152,812,0
1153,584,0
1154,5,1883
1155,463,0
1156,2,883
1157,1474,0
1158,1,658
1159,1146,0
1160,5,1754
1161,1865,0
1162,1,1395
1163,1416,0
1164,93,0
1165,1,1804
1166,2,124
1167,1,668
1168,1,1417
1169,750,0
1170,1,640
1171,489,0
1172,1,649
1173,1088,0
1174,1,1771
1175,1855,0
1176,1043,0
1177,658,0
1178,1245,0
1179,3,1834
1180,11,0
1181,1551,0
1182,1,1517
1183,746,0
1184,70,0
1185,8,0
1186,1,797
1187,1578,0
1188,1,168
1189,9,1754
1190,176,0
1191,883,0
1192,791,0
1193,896,0
1194,1,1075
1195,2,27
1196,872,0
1197,986,0
1198,744,0
1199,315,0
1200,1,1139
1201,1192,0
1202,148,0
1203,1,244
1204,1278,0
1205,1586,0
1206,1185,0
1207,1,140
1208,1645,0
1209,1583,0
1210,2,838
1211,1493,0
1212,2,871
1213,2,78
1214,3,1708
1215,1,1635
1216,256,0
1217,1,1726
1218,1716,0
1219,1,248
1220,1,1833
1221,1,1604
1222,3,1669
1223,133,0
1224,1,191
1225,1,496
1226,147,0
1227,1303,0
1228,797,0
1229,193,0
1230,1790,0
1231,2,1553
1232,1,1300
1233,1,217
1234,1,768
1235,1,230
1236,1,1364
1237,3,1112
1238,1,1528
1239,1478,0
1240,646,0
1241,1,1337
1242,1,339
1243,1,538
1244,2,534
1245,1721,0
1246,1685,0
1247,393,0
1248,2,1700
1249,1,1708
1250,196,0
1251,3,649
1252,1636,0
1253,860,0
1254,361,0
1255,1,270
1256,1805,0
1257,1242,0
1258,1107,0
1259,1832,0
1260,1,1276
1261,1254,0
1262,1,1838
1263,1,1271
1264,1,131
1265,3,1588
1266,2,1179
1267,1267,0
1268,1,867
1269,1,324
1270,2,1426
1271,690,0
1272,5,851
1273,1,1774
1274,550,0
1275,800,0
1276,5,1804
1277,525,0
1278,3,682
1279,6,1658
1280,593,0
1281,1,181
1282,1,1700
1283,2,280
1284,1,1868
1285,1,875
1286,399,0
1287,969,0
1288,6,1597
1289,382,0
1290,1,1216
1291,950,0
1292,1,695
1293,2,1878
1294,3,779
1295,3,314
1296,1,1379
1297,1,122
1298,1,314
1299,1374,0
1300,1,528
1301,1269,0
1302,898,0
1303,3,272
1304,1,986
1305,2,1333
1306,2,758
1307,1202,0
1308,1,488
1309,1,1636
1310,1183,0
1311,468,0
1312,714,0
1313,3,1758
1314,1,484
1315,3,1460
1316,2,1712
1317,654,0
1318,2,1408
1319,1,1875
1320,1082,0
1321,1,1480
1322,7,1754
1323,1062,0
1324,2,172
1325,1,1116
1326,1,1723
1327,1427,0
1328,1095,0
1329,1,637
1330,2,1143
1331,1470,0
1332,2,6
1333,1817,0
1334,1140,0
1335,839,0
1336,1541,0
1337,1024,0
1338,434,0
1339,1766,0
1340,2,1040
1341,102,0
1342,2,1115
1343,1624,0
1344,1768,0
1345,2,143
1346,763,0
1347,1811,0
1348,1161,0
1349,684,0
1350,2,441
1351,723,0
1352,6,1670
1353,963,0
1354,1,428
1355,4,1708
1356,1516,0
1357,1625,0
1358,1,1281
1359,1741,0
1360,1,819
1361,1,1012
1362,4,1346
1363,1594,0
1364,1489,0
1365,1232,0
1366,847,0
1367,1170,0
1368,857,0
1369,1,401
1370,1,1359
1371,1548,0
1372,1,870
1373,2,157
1374,2,1618
1375,250,0
1376,1333,0
1377,3,966
1378,1159,0
1379,1850,0
1380,2,1041
1381,1,1060
1382,1609,0
1383,1157,0
1384,616,0
1385,1,1587
1386,5,1078
1387,1,1494
1388,1660,0
1389,1622,0
1390,2,1231
1391,276,0
1392,2,0
1393,1396,0
1394,1,670
1395,851,0
1396,449,0
1397,422,0
1398,1,1806
1399,2,166
1400,1021,0
1401,1514,0
1402,1719,0
1403,1,638
1404,3,168
1405,1,1831
1406,1167,0
1407,1,1225
1408,1,714
1409,9,959
1410,1,758
1411,1206,0
1412,940,0
1413,1434,0
1414,579,0
1415,1,1118
1416,885,0
1417,818,0
1418,183,0
1419,117,0
1420,2,185
1421,1,913
1422,748,0
1423,1,38
1424,1679,0
1425,651,0
1426,1,1144
1427,1346,0
1428,773,0
1429,2,1685
1430,1,1324
1431,452,0
1432,59,0
1433,1,1137
1434,35,0
1435,237,0
1436,3,1733
1437,7,864
1438,1,1583
1439,1823,0
1440,1017,0
1441,1,1120
1442,702,0
1443,585,0
1444,1270,0
1445,1,1047
1446,1,199
1447,458,0
1448,1345,0
1449,2,567
1450,166,0
1451,1,127
1452,1275,0
1453,830,0
1454,6,244
1455,165,0
1456,1134,0
1457,124,0
1458,1,1314
1459,1,405
1460,1300,0
1461,1137,0
1462,1,1881
1463,4,1078
1464,1500,0
1465,540,0
1466,2,811
1467,478,0
1468,1,1579
1469,304,0
1470,25,0
1471,1163,0
1472,1203,0
1473,2,1121
1474,621,0
1475,1,1681
1476,1317,0
1477,2,645
1478,546,0
1479,1059,0
1480,706,0
1481,1,1368
1482,18,0
1483,1294,0
1484,3,354
1485,313,0
1486,4,1408
1487,1,1847
1488,2,1144
1489,1561,0
1490,1846,0
1491,2,220
1492,1,1719
1493,6,353
1494,1343,0
1495,2,1047
1496,1132,0
1497,1431,0
1498,1,1304
1499,779,0
1500,247,0
1501,2,777
1502,688,0
1503,549,0
1504,3,152
1505,1141,0
1506,426,0
1507,1,1370
1508,1,1115
1509,2,536
1510,2,1215
1511,1011,0
1512,1,1339
1513,1,398
1514,1,861
1515,630,0
1516,1247,0
1517,1726,0
1518,1455,0
1519,516,0
1520,1,434
1521,1656,0
1522,1815,0
1523,5,157
1524,513,0
1525,1,337
1526,4,864
1527,5,1346
1528,4,314
1529,330,0
1530,889,0
1531,1425,0
1532,2,1029
1533,3,609
1534,1,1498
1535,1177,0
1536,4,244
1537,50,0
1538,298,0
1539,2,1514
1540,1549,0
1541,649,0
1542,2,1031
1543,367,0
1544,1614,0
1545,1,1147
1546,1,410
1547,3,1875
1548,911,0
1549,1265,0
1550,734,0
1551,1379,0
1552,1360,0
1553,1,1389
1554,3,605
1555,2,566
1556,1,888
1557,10,1754
1558,1,883
1559,3,1113
1560,154,0
1561,60,0
1562,1190,0
1563,4,4
1564,332,0
1565,1,1582
1566,1473,0
1567,1,535
1568,26,0
1569,3,912
1570,733,0
1571,1,1045
1572,320,0
1573,1,437
1574,149,0
1575,1172,0
1576,1590,0
1577,2,81
1578,397,0
1579,150,0
1580,1,912
1581,10,468
1582,891,0
1583,1887,0
1584,375,0
1585,407,0
1586,1818,0
1587,2,1026
1588,966,0
1589,2,996
1590,1158,0
1591,1494,0
1592,2,1574
1593,1,109
1594,313,0
1595,714,0
1596,2,1025
1597,3,1115
1598,971,0
1599,34,0
1600,1531,0
1601,1829,0
1602,1,617
1603,1,39
1604,1793,0
1605,2,895
1606,1782,0
1607,1755,0
1608,1,1155
1609,1,1645
1610,2,979
1611,2,1194
1612,1689,0
1613,474,0
1614,976,0
1615,1,1510
1616,1409,0
1617,1,777
1618,2,1517
1619,2,112
1620,1619,0
1621,1,1724
1622,1,873
1623,1,1711
1624,1553,0
1625,2,509
1626,437,0
1627,4,1311
1628,4,1070
1629,205,0
1630,4,1602
1631,4,1013
1632,983,0
1633,1223,0
1634,1,1064
1635,1,1336
1636,5,1412
1637,5,658
1638,935,0
1639,1,380
1640,6,157
1641,2,1457
1642,695,0
1643,3,381
1644,564,0
1645,82,0
1646,1,1295
1647,2,1731
1648,2,558
1649,1,1277
1650,61,0
1651,1,1172
1652,2,626
1653,1397,0
1654,2,379
1655,2,1085
1656,675,0
1657,1,80
1658,293,0
1659,2,423
1660,2,1112
1661,1,1148
1662,1,435
1663,1,1193
1664,2,162
1665,159,0
1666,3,1551
1667,1301,0
1668,1266,0
1669,2,1809
1670,1,1536
1671,2,1208
1672,1858,0
1673,1331,0
1674,1,303
1675,1629,0
1676,1525,0
1677,1,1376
1678,3,1514
1679,242,0
1680,1442,0
1681,1244,0
1682,1810,0
1683,1124,0
1684,446,0
1685,1,910
1686,2,1300
1687,1,959
1688,2,1311
1689,1717,0
1690,754,0
1691,1582,0
1692,635,0
1693,282,0
1694,1646,0
1695,230,0
1696,3,558
1697,1,78
1698,1834,0
1699,1044,0
1700,2,301
1701,193,0
1702,1012,0
1703,799,0
1704,2,1834
1705,1,1722
1706,1,842
1707,1,342
1708,1,1513
1709,2,463
1710,1,580
1711,1,511
1712,1674,0
1713,522,0
1714,1,32
1715,1596,0
1716,3,432
1717,1,748
1718,1,817
1719,736,0
1720,1766,0
1721,1,1418
1722,1110,0
1723,2,1639
1724,1,1872
1725,2,1024
1726,960,0
1727,1611,0
1728,1,1759
1729,1091,0
1730,2,92
1731,2,822
1732,1,203
1733,5,864
1734,66,0
1735,1,1492
1736,1169,0
1737,5,1685
1738,1775,0
1739,606,0
1740,249,0
1741,1,611
1742,2,731
1743,2,417
1744,614,0
1745,2,1483
1746,3,1631
1747,2,1360
1748,1,720
1749,939,0
1750,2,1143
1751,6,1862
1752,2,177
1753,1,1412
1754,3,959
1755,411,0
1756,81,0
1757,686,0
1758,1,1212
1759,1257,0
1760,1046,0
1761,4,149
1762,4,484
1763,1,1895
1764,1469,0
1765,1,833
1766,521,0
1767,1,1849
1768,3,866
1769,1,821
1770,3,862
1771,3,1828
1772,1,169
1773,836,0
1774,1,1532
1775,1605,0
1776,3,1362
1777,1148,0
1778,1,438
1779,1,323
1780,328,0
1781,1,1116
1782,122,0
1783,36,0
1784,2,244
1785,2,582
1786,191,0
1787,642,0
1788,2,898
1789,3,47
1790,1,702
1791,3,926
1792,1423,0
1793,258,0
1794,1891,0
1795,2,760
1796,1,1615
1797,444,0
1798,1862,0
1799,465,0
1800,3,1632
1801,1,1215
1802,145,0
1803,1,467
1804,554,0
1805,1,1643
1806,1,1893
1807,113,0
1808,1,993
1809,1080,0
1810,200,0
1811,1248,0
1812,923,0
1813,510,0
1814,2,435
1815,601,0
1816,1698,0
1817,1,353
1818,3,858
1819,2,365
1820,1277,0
1821,3,1229
1822,1,899
1823,1,474
1824,4,1834
1825,1321,0
1826,1338,0
1827,1,747
1828,1,780
1829,1,1614
1830,703,0
1831,1879,0
1832,3,193
1833,1,1655
1834,1773,0
1835,1,1855
1836,1635,0
1837,1179,0
1838,1,118
1839,1,1549
1840,277,0
1841,1359,0
1842,2,1017
1843,295,0
1844,1,1175
1845,1772,0
1846,1,553
1847,1394,0
1848,1,213
1849,3,660
1850,3,1595
1851,4,479
1852,2,726
1853,381,0
1854,1,719
1855,1804,0
1856,978,0
1857,1799,0
1858,186,0
1859,406,0
1860,1879,0
1861,23,0
1862,904,0
1863,899,0
1864,762,0
1865,1,1399
1866,1,672
1867,1,626
1868,1,393
1869,1094,0
1870,1428,0
1871,180,0
1872,2,1719
1873,1,678
1874,1486,0
1875,5,353
1876,511,0
1877,2,1277
1878,99,0
1879,208,0
1880,2,862
1881,190,0
1882,1200,0
1883,2,1080
1884,1521,0
1885,1,753
1886,1,324
1887,981,0
1888,1324,0
1889,623,0
1890,1881,0
1891,1239,0
1892,1,824
1893,483,0
1894,1734,0
1895,1,259
1896,3,1670
1897,338,0
1898,1649,0
1899,305,0
1900,4,463
1901,1,616
1902,2,952
1903,1,1754
1904,1892,0
1905,2,262
1906,1,429
1907,1528,0
1908,2,1057
1909,1,878
1910,1743,0
1911,637,0
1912,1,926
1913,1,1883
1914,815,0
1915,1306,0
1916,903,0
1917,2,1408
1918,1105,0
1919,80,0
1920,4,1240
1921,1,1232
1922,611,0
1923,4,47
1924,4,198
1925,1833,0
1926,1794,0
1927,692,0
1928,998,0
1929,753,0
1930,4,147
1931,3,1461
1932,1,486
1933,503,0
1934,685,0
1935,598,0
1936,1,995
1937,1819,0
1938,7,851
1939,1,1066
1940,1880,0
1941,1,37
1942,41,0
1943,683,0
1944,1,1286
1945,1616,0
1946,1808,0
1947,1298,0
1948,2,815
1949,6,971
1950,54,0
1951,1025,0
1952,878,0
1953,1775,0
1954,524,0
1955,283,0
1956,1308,0
1957,323,0
1958,1,932
1959,1,1141
1960,511,0
1961,1677,0
1962,1,1507
1963,1,14
1964,1816,0
1965,1100,0
1966,153,0
1967,1,729
1968,1,1024
1969,2,1830
1970,289,0
1971,1,1126
1972,2,847
1973,1558,0
1974,7,226
1975,3,251
1976,3,753
1977,1562,0
1978,95,0
1979,348,0
1980,1,103
1981,1503,0
1982,2,1008
1983,7,244
1984,204,0
1985,1,887
1986,3,262
1987,1,826
1988,577,0
1989,1550,0
1990,347,0
1991,1,634
1992,1863,0
1993,707,0
1994,1,1858
1995,2,448
1996,713,0
1997,403,0
1998,2,18
1999,416,0
2000,1849,0
2001,1,1173
2002,1,391
