index,moves,overall_moves
194,1258,0
195,3157,0
196,808,0
197,1431,0
198,2565,0
199,2747,0
200,731,0
201,334,0
202,2821,0
203,2621,0
204,2294,0
205,1044,0
206,2113,0
207,3146,0
208,1267,0
209,1595,0
210,327,0
211,2651,0
212,2071,0
213,2940,0
214,2388,0
215,1761,0
216,417,0
217,1398,0
218,2865,0
219,753,0
220,96,0
221,3123,0
222,889,0
223,464,0
224,2231,0
225,3361,0
226,685,0
227,1153,0
228,2925,0
229,2649,0
230,3094,0
231,2124,0
232,867,0
233,2119,0
234,3528,0
235,683,0
236,2427,0
237,682,0
238,1915,0
239,446,0
240,3331,0
241,1236,0
242,2492,0
243,1377,0
244,1436,0
245,2903,0
246,1146,0
247,381,0
248,2024,0
249,1208,0
250,2369,0
251,1041,0
252,933,0
253,488,0
254,3524,0
255,1385,0
256,2583,0
257,2995,0
258,2983,0
259,3149,0
260,648,0
261,2163,0
262,775,0
263,84,0
264,1193,0
265,839,0
266,2158,0
267,604,0
268,1865,0
269,2761,0
270,697,0
271,473,0
272,1713,0
273,1994,0
274,880,0
275,1882,0
276,1590,0
277,1203,0
278,3021,0
279,2811,0
280,1556,0
281,1330,0
282,3438,0
283,573,0
284,187,0
285,63,0
286,723,0
287,3560,0
288,2465,0
289,2248,0
290,651,0
291,2363,0
292,11,0
293,1751,0
294,2480,0
295,3378,0
296,904,0
297,3565,0
298,1343,0
299,3262,0
300,2723,0
301,1848,0
302,767,0
303,1144,0
304,3637,0
305,2099,0
306,1518,0
307,2199,0
308,1720,0
309,1119,0
310,2853,0
311,2854,0
312,32,0
313,3683,0
314,1309,0
315,3042,0
316,2453,0
317,3431,0
318,3670,0
319,1091,0
320,1260,0
321,43,0
322,1860,0
323,1683,0
324,846,0
325,2379,0
326,2392,0
327,247,0
328,2685,0
329,3159,0
330,461,0
331,189,0
332,1185,0
333,2921,0
334,3085,0
335,548,0
336,753,0
337,943,0
338,3389,0
339,2409,0
340,2567,0
341,1353,0
342,1804,0
343,1840,0
344,1670,0
345,3584,0
346,3265,0
347,2910,0
348,2828,0
349,201,0
350,3139,0
351,3531,0
352,1915,0
353,3680,0
354,295,0
355,2141,0
356,1065,0
357,494,0
358,998,0
359,1442,0
360,1276,0
361,1282,0
362,3175,0
363,24,0
364,2419,0
365,2653,0
366,3542,0
367,563,0
368,3379,0
369,2785,0
370,2316,0
371,821,0
372,2675,0
373,3558,0
374,3426,0
375,1226,0
376,3077,0
377,1292,0
378,1938,0
379,404,0
380,1644,0
381,1621,0
382,130,0
383,1414,0
384,3080,0
385,2868,0
386,1477,0
387,3047,0
388,3714,0
389,2911,0
390,1228,0
391,2957,0
392,2397,0
393,592,0
394,2498,0
395,2048,0
396,1852,0
397,667,0
398,459,0
399,3300,0
400,2460,0
401,1586,0
402,2375,0
403,1498,0
404,2101,0
405,886,0
406,2444,0
407,2679,0
408,318,0
409,1936,0
410,1979,0
411,1459,0
412,690,0
413,3186,0
414,1698,0
415,745,0
416,3179,0
417,3520,0
418,346,0
419,1947,0
420,1939,0
421,643,0
422,962,0
423,756,0
424,135,0
425,1010,0
426,3355,0
427,136,0
428,229,0
429,3263,0
430,2264,0
431,3328,0
432,46,0
433,3649,0
434,550,0
435,2956,0
436,2360,0
437,992,0
438,3709,0
439,372,0
440,434,0
441,284,0
442,975,0
443,2776,0
444,3394,0
445,3214,0
446,2468,0
447,3739,0
448,246,0
449,1020,0
450,3593,0
451,2111,0
452,1955,0
453,2658,0
454,562,0
455,2285,0
456,3168,0
457,3567,0
458,3679,0
459,1297,0
460,3510,0
461,809,0
462,1009,0
463,2943,0
464,1380,0
465,1212,0
466,2011,0
467,1997,0
468,2832,0
469,2989,0
470,3026,0
471,3673,0
472,2613,0
473,3506,0
474,1021,0
475,3079,0
476,3293,0
477,3009,0
478,3215,0
479,1322,0
480,3209,0
481,3429,0
482,3504,0
483,1310,0
484,91,0
485,2091,0
486,2798,0
487,91,0
488,1130,0
489,2671,0
490,1966,0
491,3443,0
492,433,0
493,1806,0
494,2445,0
495,815,0
496,359,0
497,2839,0
498,1148,0
499,1081,0
500,635,0
501,1408,0
502,2664,0
503,3211,0
504,1967,0
505,967,0
506,892,0
507,2979,0
508,3056,0
509,3081,0
510,3413,0
511,3654,0
512,1905,0
513,763,0
514,442,0
515,3121,0
516,1662,0
517,2447,0
518,1736,0
519,1698,0
520,2139,0
521,1581,0
522,1138,0
523,2497,0
524,129,0
525,2516,0
526,3574,0
527,3244,0
528,1575,0
529,2928,0
530,609,0
531,1052,0
532,1921,0
533,1341,0
534,3518,0
535,1094,0
536,645,0
537,2085,0
538,97,0
539,1422,0
540,3166,0
541,3063,0
542,1229,0
543,1858,0
544,820,0
545,3163,0
546,2950,0
547,1741,0
548,2393,0
549,2751,0
550,1274,0
551,3742,0
552,2531,0
553,617,0
554,928,0
555,339,0
556,1816,0
557,2193,0
558,11,0
559,1497,0
560,1831,0
561,722,0
562,3556,0
563,898,0
564,3052,0
565,3250,0
566,1283,0
567,3337,0
568,587,0
569,2050,0
570,2228,0
571,3122,0
572,1766,0
573,1811,0
574,1177,0
575,2502,0
576,370,0
577,2781,0
578,1300,0
579,919,0
580,3202,0
581,1160,0
582,441,0
583,2697,0
584,2178,0
585,1284,0
586,1658,0
587,689,0
588,2631,0
589,3029,0
590,1143,0
591,2153,0
592,1340,0
593,344,0
594,2319,0
595,1637,0
596,2018,0
597,2920,0
598,1905,0
599,851,0
600,3343,0
601,968,0
602,521,0
603,3424,0
604,2341,0
605,1069,0
606,2589,0
607,823,0
608,536,0
609,570,0
610,1406,0
611,2732,0
612,2721,0
613,2544,0
614,566,0
615,2935,0
616,528,0
617,2338,0
618,411,0
619,1912,0
620,1182,0
621,2622,0
622,216,0
623,552,0
624,20,0
625,3111,0
626,1368,0
627,2473,0
628,1977,0
629,3001,0
630,2290,0
631,3738,0
632,2483,0
633,127,0
634,3650,0
635,3487,0
636,2411,0
637,1848,0
638,3585,0
639,3582,0
640,1014,0
641,2142,0
642,2246,0
643,3657,0
644,1235,0
645,3423,0
646,1817,0
647,1237,0
648,468,0
649,3630,0
650,2408,0
651,436,0
652,1349,0
653,1544,0
654,182,0
655,3445,0
656,960,0
657,239,0
658,1799,0
659,872,0
660,192,0
661,1434,0
662,1990,0
663,3093,0
664,2643,0
665,1601,0
666,2028,0
667,2662,0
668,965,0
669,466,0
670,847,0
671,2416,0
672,1132,0
673,2946,0
674,3418,0
675,2054,0
676,489,0
677,3203,0
678,2976,0
679,2136,0
680,748,0
681,2182,0
682,2234,0
683,2299,0
684,1030,0
685,3238,0
686,2815,0
687,2587,0
688,3534,0
689,2650,0
690,1585,0
691,168,0
692,2888,0
693,2931,0
694,2812,0
695,1682,0
696,557,0
697,1253,0
698,1823,0
699,2413,0
700,2346,0
701,37,0
702,1265,0
703,586,0
704,3684,0
705,3270,0
706,1221,0
707,2242,0
708,1,0
709,543,0
710,1587,0
711,2654,0
712,3609,0
713,55,0
714,2533,0
715,539,0
716,3461,0
717,2793,0
718,1187,0
719,1290,0
720,2572,0
721,14,0
722,3064,0
723,1694,0
724,2895,0
725,95,0
726,1782,0
727,2258,0
728,101,0
729,3454,0
730,2232,0
731,2311,0
732,1047,0
733,2690,0
734,2777,0
735,1348,0
736,3398,0
737,599,0
738,293,0
739,2955,0
740,699,0
741,772,0
742,1381,0
743,77,0
744,3258,0
745,138,0
746,2773,0
747,1347,0
748,1988,0
749,2159,0
750,1989,0
751,2847,0
752,427,0
753,1502,0
754,1629,0
755,1492,0
756,2013,0
757,3391,0
758,1890,0
759,257,0
760,923,0
761,2215,0
762,3036,0
763,281,0
764,729,0
765,2469,0
766,2075,0
767,585,0
768,2370,0
769,1151,0
770,1837,0
771,1095,0
772,1566,0
773,885,0
774,1089,0
775,2856,0
776,1194,0
777,2728,0
778,3052,0
779,1780,0
780,2867,0
781,2250,0
782,3054,0
783,3249,0
784,2619,0
785,2630,0
786,781,0
787,1239,0
788,3533,0
789,87,0
790,1227,0
791,2327,0
792,2601,0
793,352,0
794,807,0
795,3615,0
796,2711,0
797,3695,0
798,2023,0
799,1812,0
800,2291,0
801,818,0
802,339,0
803,3181,0
804,2814,0
805,821,0
806,1883,0
807,1032,0
808,2332,0
809,1759,0
810,248,0
811,717,0
812,2656,0
813,3334,0
814,1048,0
815,2200,0
816,3208,0
817,3620,0
818,860,0
819,902,0
820,1003,0
821,2754,0
822,368,0
823,455,0
824,371,0
825,1547,0
826,296,0
827,2880,0
828,2395,0
829,2277,0
830,456,0
831,1104,0
832,726,0
833,342,0
834,2025,0
835,2560,0
836,2635,0
837,3441,0
838,3633,0
839,3442,0
840,3706,0
841,3312,0
842,3074,0
843,2980,0
844,3113,0
845,896,0
846,2605,0
847,3513,0
848,3280,0
849,1861,0
850,2792,0
851,2433,0
852,898,0
853,790,0
854,2219,0
855,1574,0
856,438,0
857,3126,0
858,2965,0
859,2042,0
860,437,0
861,1076,0
862,1487,0
863,2253,0
864,2385,0
865,1450,0
866,2450,0
867,2237,0
868,620,0
869,3201,0
870,1085,0
871,159,0
872,1830,0
873,3333,0
874,2131,0
875,240,0
876,23,0
877,1123,0
878,1738,0
879,3372,0
880,3645,0
881,3544,0
882,567,0
883,2214,0
884,3651,0
885,1418,0
886,1007,0
887,1552,0
888,1155,0
889,3444,0
890,3505,0
891,3071,0
892,2756,0
893,1942,0
894,392,0
895,1609,0
896,387,0
897,3321,0
898,1582,0
899,3405,0
900,1714,0
901,1344,0
902,2927,0
903,268,0
904,644,0
905,2570,0
906,3622,0
907,1147,0
908,1892,0
909,1706,0
910,2415,0
911,2014,0
912,917,0
913,640,0
914,57,0
915,2451,0
916,3540,0
917,3610,0
918,876,0
919,134,0
920,574,0
921,1870,0
922,755,0
923,2581,0
924,1841,0
925,2138,0
926,2376,0
927,3141,0
928,2477,0
929,2235,0
930,3693,0
931,1638,0
932,1025,0
933,2097,0
934,1337,0
935,1679,0
936,3621,0
937,2901,0
938,2939,0
939,1499,0
940,172,0
941,3275,0
942,3696,0
943,3448,0
944,2837,0
945,1461,0
946,109,0
947,3577,0
948,303,0
949,1599,0
950,965,0
951,837,0
952,116,0
953,2670,0
954,1891,0
955,2929,0
956,2895,0
957,1956,0
958,188,0
959,3425,0
960,1063,0
961,3271,0
962,2251,0
963,2188,0
964,2838,0
965,1158,0
966,2302,0
967,2439,0
968,2494,0
969,3428,0
970,39,0
971,2673,0
972,2637,0
973,1878,0
974,3133,0
975,547,0
976,1569,0
977,191,0
978,259,0
979,406,0
980,2683,0
981,291,0
982,2842,0
983,28,0
984,705,0
985,3659,0
986,3235,0
987,868,0
988,1425,0
989,771,0
990,184,0
991,2898,0
992,3288,0
993,1037,0
994,2824,0
995,890,0
996,1604,0
997,1113,0
998,3039,0
999,668,0
1000,145,0
1001,506,0
1002,2706,0
1003,618,0
1004,41,0
1005,355,0
1006,915,0
1007,1376,0
1008,242,0
1009,3329,0
1010,606,0
1011,1164,0
1012,2192,0
1013,3606,0
1014,3033,0
1015,1339,0
1016,3228,0
1017,3549,0
1018,1699,0
1019,2760,0
1020,2009,0
1021,1006,0
1022,21,0
1023,2194,0
1024,720,0
1025,2727,0
1026,164,0
1027,3252,0
1028,800,0
1029,3682,0
1030,3150,0
1031,2155,0
1032,2616,0
1033,2934,0
1034,798,0
1035,763,0
1036,3164,0
1037,598,0
1038,3515,0
1039,2806,0
1040,1602,0
1041,3474,0
1042,1889,0
1043,1005,0
1044,3073,0
1045,3427,0
1046,522,0
1047,1360,0
1048,390,0
1049,2239,0
1050,2381,0
1051,1871,0
1052,3107,0
1053,426,0
1054,3494,0
1055,1996,0
1056,3628,0
1057,1383,0
1058,757,0
1059,1513,0
1060,1757,0
1061,2080,0
1062,944,0
1063,1502,0
1064,794,0
1065,1730,0
1066,3420,0
1067,3040,0
1068,2033,0
1069,70,0
1070,785,0
1071,1866,0
1072,640,0
1073,1748,0
1074,1573,0
1075,782,0
1076,3616,0
1077,2094,0
1078,535,0
1079,373,0
1080,3548,0
1081,740,0
1082,3450,0
1083,949,0
1084,1078,0
1085,3496,0
1086,1894,0
1087,3070,0
1088,2847,0
1089,2448,0
1090,658,0
1091,1386,0
1092,3477,0
1093,223,0
1094,1082,0
1095,939,0
1096,149,0
1097,227,0
1098,1378,0
1099,1822,0
1100,3059,0
1101,2681,0
1102,422,0
1103,3134,0
1104,3200,0
1105,380,0
1106,1512,0
1107,3416,0
1108,3602,0
1109,1099,0
1110,3264,0
1111,2524,0
1112,966,0
1113,1004,0
1114,3554,0
1115,1096,0
1116,1313,0
1117,2534,0
1118,292,0
1119,2611,0
1120,431,0
1121,1105,0
1122,123,0
1123,3008,0
1124,2750,0
1125,989,0
1126,3053,0
1127,2902,0
1128,1923,0
1129,2767,0
1130,1298,0
1131,1017,0
1132,3019,0
1133,537,0
1134,1045,0
1135,103,0
1136,3471,0
1137,2597,0
1138,418,0
1139,2425,0
1140,593,0
1141,1170,0
1142,52,0
1143,861,0
1144,3377,0
1145,2321,0
1146,2004,0
1147,1561,0
1148,3171,0
1149,477,0
1150,2303,0
1151,1711,0
1152,1607,0
1153,1170,0
1154,3711,0
1155,918,0
1156,1764,0
1157,2885,0
1158,1302,0
1159,2284,0
1160,3453,0
1161,3671,0
1162,2736,0
1163,2780,0
1164,167,0
1165,3547,0
1166,224,0
1167,1325,0
1168,2784,0
1169,1475,0
1170,1271,0
1171,984,0
1172,1286,0
1173,2166,0
1174,3485,0
1175,3646,0
1176,2081,0
1177,1301,0
1178,2461,0
1179,3604,0
1180,22,0
1181,3025,0
1182,2970,0
1183,1467,0
1184,126,0
1185,15,0
1186,1584,0
1187,3086,0
1188,319,0
1189,3457,0
1190,337,0
1191,1762,0
1192,1569,0
1193,1788,0
1194,2135,0
1195,52,0
1196,1744,0
1197,1957,0
1198,1463,0
1199,613,0
1200,2268,0
1201,2359,0
1202,271,0
1203,480,0
1204,2521,0
1205,3106,0
1206,2352,0
1207,253,0
1208,3241,0
1209,3100,0
1210,1661,0
1211,2922,0
1212,1743,0
1213,140,0
1214,3358,0
1215,3218,0
1216,508,0
1217,3402,0
1218,3380,0
1219,495,0
1220,3600,0
1221,3152,0
1222,3285,0
1223,243,0
1224,365,0
1225,1001,0
1226,265,0
1227,2562,0
1228,1583,0
1229,369,0
1230,3519,0
1231,3034,0
1232,2555,0
1233,419,0
1234,1515,0
1235,452,0
1236,2682,0
1237,2204,0
1238,2991,0
1239,2894,0
1240,1280,0
1241,2627,0
1242,657,0
1243,1080,0
1244,1071,0
1245,3390,0
1246,3313,0
1247,769,0
1248,3346,0
1249,3356,0
1250,379,0
1251,1288,0
1252,3223,0
1253,1709,0
1254,703,0
1255,540,0
1256,3553,0
1257,2456,0
1258,2195,0
1259,3597,0
1260,2517,0
1261,2479,0
1262,3612,0
1263,2509,0
1264,238,0
1265,3112,0
1266,2342,0
1267,2501,0
1268,1735,0
1269,629,0
1270,2800,0
1271,1368,0
1272,1690,0
1273,3490,0
1274,1103,0
1275,1589,0
1276,3551,0
1277,1050,0
1278,1355,0
1279,3266,0
1280,1182,0
1281,348,0
1282,3345,0
1283,558,0
1284,3681,0
1285,1749,0
1286,780,0
1287,1924,0
1288,3136,0
1289,743,0
1290,2406,0
1291,1881,0
1292,1374,0
1293,3700,0
1294,1551,0
1295,610,0
1296,2708,0
1297,219,0
1298,608,0
1299,2696,0
1300,1056,0
1301,2504,0
1302,1791,0
1303,545,0
1304,1958,0
1305,2617,0
1306,1495,0
1307,2378,0
1308,983,0
1309,3224,0
1310,2350,0
1311,930,0
1312,1410,0
1313,3466,0
1314,971,0
1315,2860,0
1316,3374,0
1317,1296,0
1318,2762,0
1319,3690,0
1320,2157,0
1321,2897,0
1322,3455,0
1323,2112,0
1324,330,0
1325,2220,0
1326,3395,0
1327,2803,0
1328,2174,0
1329,1263,0
1330,2277,0
1331,2878,0
1332,12,0
1333,3572,0
1334,2270,0
1335,1662,0
1336,3012,0
1337,2039,0
1338,858,0
1339,3478,0
1340,2074,0
1341,179,0
1342,2216,0
1343,3189,0
1344,3480,0
1345,260,0
1346,1505,0
1347,3564,0
1348,2310,0
1349,1361,0
1350,875,0
1351,1427,0
1352,3292,0
1353,1913,0
1354,841,0
1355,3359,0
1356,2968,0
1357,3192,0
1358,2526,0
1359,3432,0
1360,1621,0
1361,2007,0
1362,2646,0
1363,3124,0
1364,2914,0
1365,2437,0
1366,1675,0
1367,2323,0
1368,1703,0
1369,784,0
1370,2666,0
1371,3020,0
1372,1740,0
1373,294,0
1374,3180,0
1375,497,0
1376,2615,0
1377,1919,0
1378,2307,0
1379,3634,0
1380,2077,0
1381,2110,0
1382,3158,0
1383,2305,0
1384,1222,0
1385,3108,0
1386,2150,0
1387,2924,0
1388,3268,0
1389,3185,0
1390,2436,0
1391,552,0
1392,2,0
1393,2739,0
1394,1328,0
1395,1685,0
1396,891,0
1397,825,0
1398,3555,0
1399,316,0
1400,2032,0
1401,2960,0
1402,3386,0
1403,1265,0
1404,321,0
1405,3596,0
1406,2317,0
1407,2422,0
1408,1411,0
1409,1906,0
1410,1494,0
1411,2383,0
1412,1863,0
1413,2813,0
1414,1161,0
1415,2223,0
1416,1768,0
1417,1619,0
1418,351,0
1419,209,0
1420,356,0
1421,1818,0
1422,1470,0
1423,76,0
1424,3304,0
1425,1291,0
1426,2280,0
1427,2642,0
1428,1531,0
1429,3315,0
1430,2596,0
1431,895,0
1432,112,0
1433,2263,0
1434,69,0
1435,460,0
1436,3417,0
1437,1728,0
1438,3101,0
1439,3579,0
1440,2022,0
1441,2227,0
1442,1388,0
1443,1171,0
1444,2507,0
1445,2089,0
1446,388,0
1447,911,0
1448,2641,0
1449,1140,0
1450,314,0
1451,232,0
1452,2515,0
1453,1641,0
1454,485,0
1455,313,0
1456,2254,0
1457,222,0
1458,2579,0
1459,792,0
1460,2554,0
1461,2262,0
1462,3704,0
1463,2149,0
1464,2935,0
1465,1088,0
1466,1605,0
1467,958,0
1468,3088,0
1469,595,0
1470,45,0
1471,2313,0
1472,2380,0
1473,2230,0
1474,1231,0
1475,3307,0
1476,2584,0
1477,1278,0
1478,1097,0
1479,2108,0
1480,1393,0
1481,2689,0
1482,31,0
1483,2546,0
1484,691,0
1485,606,0
1486,2764,0
1487,3626,0
1488,2281,0
1489,3044,0
1490,3624,0
1491,428,0
1492,3387,0
1493,686,0
1494,2638,0
1495,2090,0
1496,2247,0
1497,2807,0
1498,2564,0
1499,1548,0
1500,493,0
1501,1540,0
1502,1366,0
1503,1102,0
1504,286,0
1505,2271,0
1506,836,0
1507,2692,0
1508,2215,0
1509,1077,0
1510,2402,0
1511,2005,0
1512,2634,0
1513,779,0
1514,1713,0
1515,1249,0
1516,2466,0
1517,3401,0
1518,2846,0
1519,1039,0
1520,859,0
1521,3256,0
1522,3570,0
1523,297,0
1524,1034,0
1525,653,0
1526,1725,0
1527,2647,0
1528,611,0
1529,641,0
1530,1775,0
1531,2797,0
1532,2054,0
1533,1210,0
1534,2933,0
1535,2336,0
1536,483,0
1537,98,0
1538,584,0
1539,2962,0
1540,3022,0
1541,1285,0
1542,2058,0
1543,715,0
1544,3169,0
1545,2286,0
1546,804,0
1547,3692,0
1548,1809,0
1549,2499,0
1550,1452,0
1551,2707,0
1552,2668,0
1553,2726,0
1554,1201,0
1555,1136,0
1556,1774,0
1557,3458,0
1558,1763,0
1559,2209,0
1560,288,0
1561,113,0
1562,2357,0
1563,8,0
1564,644,0
1565,3099,0
1566,2884,0
1567,1074,0
1568,48,0
1569,1815,0
1570,1451,0
1571,2086,0
1572,620,0
1573,865,0
1574,272,0
1575,2325,0
1576,3114,0
1577,146,0
1578,777,0
1579,278,0
1580,1813,0
1581,940,0
1582,1778,0
1583,3719,0
1584,726,0
1585,799,0
1586,3573,0
1587,2049,0
1588,1916,0
1589,1978,0
1590,2306,0
1591,2923,0
1592,3075,0
1593,194,0
1594,606,0
1595,1410,0
1596,2045,0
1597,2217,0
1598,1926,0
1599,68,0
1600,2994,0
1601,3591,0
1602,1225,0
1603,78,0
1604,3525,0
1605,1786,0
1606,3509,0
1607,3459,0
1608,2302,0
1609,3242,0
1610,1944,0
1611,2365,0
1612,3326,0
1613,949,0
1614,1937,0
1615,2951,0
1616,2765,0
1617,1539,0
1618,2971,0
1619,202,0
1620,3182,0
1621,3397,0
1622,1746,0
1623,3368,0
1624,3032,0
1625,1026,0
1626,864,0
1627,2575,0
1628,2126,0
1629,400,0
1630,3148,0
1631,2012,0
1632,1954,0
1633,2418,0
1634,2115,0
1635,2625,0
1636,2774,0
1637,1306,0
1638,1854,0
1639,737,0
1640,298,0
1641,2852,0
1642,1373,0
1643,742,0
1644,1131,0
1645,147,0
1646,2548,0
1647,3412,0
1648,1121,0
1649,2519,0
1650,115,0
1651,2326,0
1652,1241,0
1653,2740,0
1654,734,0
1655,2162,0
1656,1336,0
1657,143,0
1658,575,0
1659,828,0
1660,2203,0
1661,2288,0
1662,861,0
1663,2361,0
1664,308,0
1665,302,0
1666,3028,0
1667,2557,0
1668,2500,0
1669,3562,0
1670,3003,0
1671,2387,0
1672,3652,0
1673,2610,0
1674,594,0
1675,3196,0
1676,2985,0
1677,2699,0
1678,2963,0
1679,470,0
1680,2826,0
1681,2460,0
1682,3563,0
1683,2233,0
1684,882,0
1685,1808,0
1686,2556,0
1687,1898,0
1688,2573,0
1689,3383,0
1690,1484,0
1691,3098,0
1692,1259,0
1693,560,0
1694,3243,0
1695,451,0
1696,1122,0
1697,139,0
1698,3601,0
1699,2083,0
1700,590,0
1701,369,0
1702,2006,0
1703,1588,0
1704,3603,0
1705,3393,0
1706,1667,0
1707,662,0
1708,2959,0
1709,920,0
1710,1163,0
1711,1029,0
1712,3297,0
1713,1046,0
1714,65,0
1715,3129,0
1716,853,0
1717,1471,0
1718,1618,0
1719,1454,0
1720,3478,0
1721,2788,0
1722,2198,0
1723,3229,0
1724,3686,0
1725,2041,0
1726,1908,0
1727,3160,0
1728,3469,0
1729,2169,0
1730,166,0
1731,1628,0
1732,393,0
1733,1726,0
1734,121,0
1735,2919,0
1736,2322,0
1737,3318,0
1738,3491,0
1739,1202,0
1740,496,0
1741,1214,0
1742,1448,0
1743,817,0
1744,1219,0
1745,2905,0
1746,3205,0
1747,2670,0
1748,1424,0
1749,1859,0
1750,2277,0
1751,3664,0
1752,340,0
1753,2770,0
1754,1900,0
1755,805,0
1756,144,0
1757,1364,0
1758,2396,0
1759,2484,0
1760,2087,0
1761,276,0
1762,974,0
1763,3743,0
1764,2877,0
1765,1645,0
1766,1045,0
1767,3632,0
1768,1733,0
1769,1625,0
1770,1719,0
1771,3590,0
1772,323,0
1773,1650,0
1774,2996,0
1775,3154,0
1776,2676,0
1777,2287,0
1778,869,0
1779,626,0
1780,637,0
1781,2220,0
1782,218,0
1783,71,0
1784,481,0
1785,1167,0
1786,364,0
1787,1273,0
1788,1793,0
1789,92,0
1790,1389,0
1791,1838,0
1792,2795,0
1793,511,0
1794,3729,0
1795,1501,0
1796,3172,0
1797,879,0
1798,3658,0
1799,924,0
1800,3212,0
1801,2401,0
1802,263,0
1803,927,0
1804,1112,0
1805,3237,0
1806,3735,0
1807,203,0
1808,1972,0
1809,2152,0
1810,389,0
1811,2468,0
1812,1832,0
1813,1027,0
1814,862,0
1815,1192,0
1816,3340,0
1817,681,0
1818,1707,0
1819,713,0
1820,2518,0
1821,2429,0
1822,1795,0
1823,950,0
1824,3605,0
1825,2592,0
1826,2632,0
1827,1469,0
1828,1553,0
1829,3170,0
1830,1390,0
1831,3701,0
1832,372,0
1833,3255,0
1834,3488,0
1835,3647,0
1836,3217,0
1837,2340,0
1838,211,0
1839,3023,0
1840,553,0
1841,2665,0
1842,2024,0
1843,577,0
1844,2331,0
1845,3486,0
1846,1111,0
1847,2734,0
1848,413,0
1849,1311,0
1850,3128,0
1851,964,0
1852,1435,0
1853,739,0
1854,1421,0
1855,3546,0
1856,1940,0
1857,3538,0
1858,357,0
1859,797,0
1860,3701,0
1861,42,0
1862,1801,0
1863,1794,0
1864,1504,0
1865,2744,0
1866,1331,0
1867,1240,0
1868,770,0
1869,2172,0
1870,2804,0
1871,345,0
1872,3388,0
1873,1342,0
1874,2909,0
1875,685,0
1876,1028,0
1877,2520,0
1878,173,0
1879,403,0
1880,1718,0
1881,363,0
1882,2374,0
1883,2154,0
1884,2978,0
1885,1481,0
1886,629,0
1887,1951,0
1888,2595,0
1889,1234,0
1890,3703,0
1891,2449,0
1892,1632,0
1893,969,0
1894,3419,0
1895,514,0
1896,3289,0
1897,655,0
1898,3247,0
1899,596,0
1900,922,0
1901,1223,0
1902,1885,0
1903,3449,0
1904,3731,0
1905,519,0
1906,845,0
1907,2990,0
1908,2106,0
1909,1753,0
1910,3435,0
1911,1262,0
1912,1836,0
1913,3707,0
1914,1613,0
1915,2566,0
1916,1800,0
1917,2762,0
1918,2193,0
1919,142,0
1920,2454,0
1921,2438,0
1922,1213,0
1923,93,0
1924,386,0
1925,3599,0
1926,3529,0
1927,1370,0
1928,1981,0
1929,1480,0
1930,269,0
1931,2864,0
1932,979,0
1933,1015,0
1934,1363,0
1935,1189,0
